,prec[mm],q_prec,ta[C],td[C],ws[km/h],wd[deg],max_ws[km/h],mslp[hPa]
2015-12-16 14:47:00,0.0,Y,17.5,16.4,9.4,114.0,9.4,1012.5
2015-12-16 14:48:00,0.0,Y,17.4,16.3,9.4,110.0,9.4,1012.5
2015-12-16 14:49:00,0.0,Y,17.4,16.3,7.6,104.0,9.4,1012.5
2015-12-16 14:50:00,0.0,Y,17.4,16.3,7.6,99.0,9.4,1012.5
2015-12-16 14:51:00,0.0,Y,17.3,16.2,7.6,108.0,7.6,1012.5
2015-12-16 14:52:00,0.0,Y,17.3,16.2,7.6,110.0,7.6,1012.5
2015-12-16 14:53:00,0.0,Y,17.3,16.2,7.6,114.0,7.6,1012.5
2015-12-16 14:54:00,0.0,Y,17.3,16.2,7.6,118.0,7.6,1012.5
2015-12-16 14:55:00,0.0,Y,17.3,16.2,7.6,123.0,7.6,1012.5
2015-12-16 14:56:00,0.0,Y,17.3,16.3,7.6,126.0,7.6,1012.5
2015-12-16 14:57:00,0.0,Y,17.2,16.2,7.6,131.0,9.4,1012.5
2015-12-16 14:58:00,0.0,Y,17.2,16.2,7.6,134.0,9.4,1012.4
2015-12-16 14:59:00,0.0,Y,17.2,16.2,9.4,134.0,9.4,1012.4
2015-12-16 15:00:00,, ,,,,,,
2015-12-16 15:01:00,0.0,Y,17.2,16.2,9.4,128.0,11.2,1012.4
2015-12-16 15:02:00,0.0,Y,17.2,16.2,9.4,126.0,11.2,1012.4
2015-12-16 15:03:00,0.0,Y,17.2,16.2,11.2,126.0,11.2,1012.4
2015-12-16 15:04:00,0.0,Y,17.2,16.2,11.2,127.0,11.2,1012.3
2015-12-16 15:05:00,0.0,Y,17.2,16.2,11.2,127.0,11.2,1012.3
2015-12-16 15:06:00,0.0,Y,17.2,16.2,11.2,129.0,11.2,1012.3
2015-12-16 15:07:00,0.0,Y,17.2,16.2,11.2,130.0,11.2,1012.4
2015-12-16 15:08:00,0.0,Y,17.3,16.2,11.2,131.0,11.2,1012.4
2015-12-16 15:09:00,0.0,Y,17.4,16.3,11.2,135.0,11.2,1012.4
2015-12-16 15:10:00,0.0,Y,17.4,16.3,11.2,139.0,11.2,1012.4
2015-12-16 15:11:00,0.0,Y,17.4,16.3,9.4,142.0,11.2,1012.4
2015-12-16 15:12:00,0.0,Y,17.4,16.3,9.4,144.0,11.2,1012.4
2015-12-16 15:13:00,0.0,Y,17.4,16.3,11.2,147.0,11.2,1012.4
2015-12-16 15:14:00,0.0,Y,17.4,16.3,11.2,152.0,11.2,1012.4
2015-12-16 15:15:00,0.0,Y,17.4,16.3,11.2,153.0,11.2,1012.4
2015-12-16 15:16:00,0.0,Y,17.4,16.3,11.2,154.0,11.2,1012.4
2015-12-16 15:17:00,0.0,Y,17.3,16.2,11.2,154.0,11.2,1012.4
2015-12-16 15:18:00,0.0,Y,17.3,16.2,11.2,152.0,11.2,1012.4
2015-12-16 15:19:00,0.0,Y,17.3,16.2,9.4,146.0,11.2,1012.4
2015-12-16 15:20:00,0.0,Y,17.3,16.2,9.4,139.0,11.2,1012.4
2015-12-16 15:21:00,0.0,Y,17.4,16.3,9.4,135.0,9.4,1012.3
2015-12-16 15:22:00,0.0,Y,17.4,16.3,9.4,135.0,11.2,1012.3
2015-12-16 15:23:00,0.0,Y,17.4,16.3,11.2,132.0,11.2,1012.3
2015-12-16 15:24:00,0.0,Y,17.4,16.3,11.2,136.0,11.2,1012.2
2015-12-16 15:25:00,0.0,Y,17.3,16.2,11.2,135.0,11.2,1012.2
2015-12-16 15:26:00,0.0,Y,17.3,16.2,9.4,137.0,11.2,1012.2
2015-12-16 15:27:00,0.0,Y,17.3,16.2,9.4,139.0,9.4,1012.2
2015-12-16 15:28:00,0.0,Y,17.3,16.2,9.4,141.0,9.4,1012.2
2015-12-16 15:29:00,0.0,Y,17.3,16.2,9.4,142.0,9.4,1012.2
2015-12-16 15:30:00,, ,,,,,,
2015-12-16 15:31:00,0.0,Y,17.3,16.2,9.4,145.0,9.4,1012.2
2015-12-16 15:32:00,0.0,Y,17.3,16.2,9.4,149.0,9.4,1012.1
2015-12-16 15:33:00,0.0,Y,17.3,16.2,9.4,153.0,9.4,1012.1
2015-12-16 15:34:00,0.0,Y,17.3,16.2,9.4,158.0,9.4,1012.1
2015-12-16 15:35:00,0.0,Y,17.2,16.1,9.4,159.0,9.4,1012.1
2015-12-16 15:36:00,0.0,Y,17.2,16.1,9.4,160.0,9.4,1012.0
2015-12-16 15:37:00,0.0,Y,17.2,16.1,9.4,157.0,11.2,1012.0
2015-12-16 15:38:00,0.0,Y,17.1,16.0,9.4,155.0,11.2,1012.0
2015-12-16 15:39:00,0.0,Y,17.1,16.0,11.2,154.0,11.2,1012.0
2015-12-16 15:40:00,0.0,Y,17.1,16.0,11.2,153.0,11.2,1011.9
2015-12-16 15:41:00,0.0,Y,17.1,16.0,11.2,155.0,11.2,1011.9
2015-12-16 15:42:00,0.0,Y,17.1,16.0,11.2,157.0,11.2,1011.9
2015-12-16 15:43:00,0.0,Y,17.1,16.0,11.2,159.0,13.0,1011.9
2015-12-16 15:44:00,0.0,Y,17.1,16.0,11.2,158.0,13.0,1011.9
2015-12-16 15:45:00,0.0,Y,17.2,16.1,11.2,160.0,11.2,1012.0
2015-12-16 15:46:00,0.0,Y,17.2,16.1,11.2,162.0,11.2,1012.0
2015-12-16 15:47:00,0.0,Y,17.2,16.1,11.2,169.0,11.2,1012.0
2015-12-16 15:48:00,0.0,Y,17.1,16.1,11.2,173.0,11.2,1012.0
2015-12-16 15:49:00,0.0,Y,17.1,16.1,11.2,175.0,11.2,1012.0
2015-12-16 15:50:00,0.0,Y,17.0,16.0,11.2,175.0,11.2,1011.9
2015-12-16 15:51:00,0.0,Y,17.0,16.0,11.2,175.0,11.2,1011.9
2015-12-16 15:52:00,0.0,Y,17.0,16.0,11.2,169.0,11.2,1011.9
2015-12-16 15:53:00,0.0,Y,16.9,15.9,11.2,166.0,13.0,1011.8
2015-12-16 15:54:00,0.0,Y,16.9,15.9,11.2,164.0,11.2,1011.9
2015-12-16 15:55:00,0.0,Y,16.9,15.9,11.2,159.0,11.2,1011.8
2015-12-16 15:56:00,0.0,Y,17.0,16.0,9.4,150.0,9.4,1011.8
2015-12-16 15:57:00,0.0,Y,16.9,15.9,9.4,149.0,9.4,1011.8
2015-12-16 15:58:00,0.0,Y,16.9,15.9,9.4,150.0,9.4,1011.8
2015-12-16 15:59:00,0.0,Y,17.0,16.0,9.4,158.0,9.4,1011.8
2015-12-16 16:00:00,, ,,,,,,
2015-12-16 16:01:00,0.0,Y,16.9,15.9,7.6,159.0,7.6,1011.8
2015-12-16 16:02:00,0.0,Y,17.0,16.0,7.6,160.0,9.4,1011.8
2015-12-16 16:03:00,0.0,Y,16.9,15.9,9.4,160.0,9.4,1011.8
2015-12-16 16:04:00,0.0,Y,16.9,15.9,9.4,163.0,11.2,1011.8
2015-12-16 16:05:00,0.0,Y,16.9,15.9,9.4,163.0,11.2,1011.8
2015-12-16 16:06:00,0.0,Y,16.9,15.9,9.4,163.0,11.2,1011.8
2015-12-16 16:07:00,0.0,Y,17.0,16.0,11.2,162.0,11.2,1011.8
2015-12-16 16:08:00,0.0,Y,17.0,16.0,11.2,157.0,11.2,1011.7
2015-12-16 16:09:00,0.0,Y,17.1,16.1,11.2,149.0,11.2,1011.7
2015-12-16 16:10:00,0.0,Y,17.1,16.1,11.2,147.0,11.2,1011.7
2015-12-16 16:11:00,0.0,Y,17.1,16.1,9.4,146.0,11.2,1011.7
2015-12-16 16:12:00,0.0,Y,17.1,16.1,9.4,146.0,9.4,1011.7
2015-12-16 16:13:00,0.0,Y,17.1,16.1,9.4,148.0,9.4,1011.7
2015-12-16 16:14:00,0.0,Y,17.1,16.1,9.4,154.0,9.4,1011.7
2015-12-16 16:15:00,0.0,Y,17.1,16.1,7.6,156.0,9.4,1011.7
2015-12-16 16:16:00,0.0,Y,17.1,16.1,7.6,156.0,9.4,1011.7
2015-12-16 16:17:00,0.0,Y,17.1,16.1,7.6,157.0,7.6,1011.7
2015-12-16 16:18:00,0.0,Y,17.1,16.1,7.6,158.0,7.6,1011.7
2015-12-16 16:19:00,0.0,Y,17.1,16.1,7.6,160.0,7.6,1011.7
2015-12-16 16:20:00,0.0,Y,17.1,16.0,7.6,159.0,7.6,1011.7
2015-12-16 16:21:00,0.0,Y,17.1,16.0,7.6,156.0,9.4,1011.7
2015-12-16 16:22:00,0.0,Y,17.1,16.0,9.4,150.0,9.4,1011.7
2015-12-16 16:23:00,0.0,Y,17.0,15.9,9.4,143.0,9.4,1011.6
2015-12-16 16:24:00,0.0,Y,17.1,16.0,9.4,140.0,9.4,1011.6
2015-12-16 16:25:00,0.0,Y,17.1,16.0,7.6,136.0,9.4,1011.6
2015-12-16 16:26:00,0.0,Y,17.1,16.0,9.4,136.0,9.4,1011.6
2015-12-16 16:27:00,, ,,,,,,
2015-12-16 16:28:00,0.0,Y,17.2,15.9,9.4,139.0,11.2,1011.6
2015-12-16 16:29:00,0.0,Y,17.3,16.0,11.2,143.0,11.2,1011.6
2015-12-16 16:30:00,, ,,,,,,
2015-12-16 16:31:00,0.0,Y,17.3,16.0,11.2,145.0,11.2,1011.7
2015-12-16 16:32:00,0.0,Y,17.2,15.9,11.2,145.0,13.0,1011.7
2015-12-16 16:33:00,, ,,,,,,
2015-12-16 16:34:00,0.0,Y,17.1,15.8,11.2,135.0,13.0,1011.7
2015-12-16 16:35:00,0.0,Y,17.2,15.9,13.0,133.0,13.0,1011.6
2015-12-16 16:36:00,0.0,Y,17.2,15.9,13.0,130.0,13.0,1011.6
2015-12-16 16:37:00,0.0,Y,17.3,15.8,13.0,130.0,14.8,1011.6
2015-12-16 16:38:00,0.0,Y,17.4,15.7,13.0,131.0,14.8,1011.6
2015-12-16 16:39:00,, ,,,,,,
2015-12-16 16:40:00,0.0,Y,17.6,15.9,13.0,134.0,14.8,1011.6
2015-12-16 16:41:00,0.0,Y,17.5,15.7,13.0,136.0,14.8,1011.7
2015-12-16 16:42:00,0.0,Y,17.6,15.8,13.0,138.0,14.8,1011.7
2015-12-16 16:43:00,0.0,Y,17.6,15.8,13.0,137.0,14.8,1011.7
2015-12-16 16:44:00,0.0,Y,17.4,15.6,13.0,137.0,13.0,1011.7
2015-12-16 16:45:00,0.0,Y,17.5,15.7,13.0,135.0,13.0,1011.7
2015-12-16 16:46:00,0.0,Y,17.6,15.8,13.0,132.0,13.0,1011.7
2015-12-16 16:47:00,0.0,Y,17.5,15.5,11.2,128.0,13.0,1011.7
2015-12-16 16:48:00,0.0,Y,17.4,15.6,13.0,122.0,13.0,1011.7
2015-12-16 16:49:00,0.0,Y,17.3,15.6,13.0,118.0,13.0,1011.7
2015-12-16 16:50:00,0.0,Y,17.2,15.5,13.0,112.0,13.0,1011.6
2015-12-16 16:51:00,0.0,Y,17.1,15.4,13.0,108.0,14.8,1011.6
2015-12-16 16:52:00,0.0,Y,17.1,15.6,14.8,108.0,18.4,1011.6
2015-12-16 16:53:00,0.0,Y,17.1,15.6,16.6,112.0,18.4,1011.6
2015-12-16 16:54:00,0.0,Y,17.1,15.6,14.8,105.0,18.4,1011.6
2015-12-16 16:55:00,0.0,Y,17.1,15.6,14.8,108.0,18.4,1011.6
2015-12-16 16:56:00,0.0,Y,17.1,15.6,14.8,110.0,16.6,1011.6
2015-12-16 16:57:00,0.0,Y,17.0,15.5,13.0,105.0,14.8,1011.6
2015-12-16 16:58:00,0.0,Y,17.0,15.5,11.2,103.0,13.0,1011.6
2015-12-16 16:59:00,0.0,Y,17.0,15.5,14.8,111.0,18.4,1011.7
2015-12-16 17:00:00,, ,,,,,,
2015-12-16 17:01:00,0.0,Y,16.9,15.4,13.0,100.0,14.8,1011.7
2015-12-16 17:02:00,0.0,Y,16.9,15.4,13.0,103.0,14.8,1011.7
2015-12-16 17:03:00,, ,,,,,,
2015-12-16 17:04:00,0.0,Y,16.9,15.4,13.0,106.0,14.8,1011.7
2015-12-16 17:05:00,0.0,Y,16.9,15.4,14.8,110.0,16.6,1011.7
2015-12-16 17:06:00,, ,,,,,,
2015-12-16 17:07:00,0.0,Y,16.8,15.3,16.6,101.0,18.4,1011.7
2015-12-16 17:08:00,0.0,Y,16.8,15.3,14.8,109.0,18.4,1011.8
2015-12-16 17:09:00,, ,,,,,,
2015-12-16 17:10:00,0.0,Y,16.8,15.3,13.0,102.0,14.8,1011.8
2015-12-16 17:11:00,0.0,Y,16.7,15.4,13.0,99.0,14.8,1011.9
2015-12-16 17:12:00,, ,,,,,,
2015-12-16 17:13:00,0.0,Y,16.7,15.4,11.2,102.0,13.0,1011.9
2015-12-16 17:14:00,0.0,Y,16.7,15.4,13.0,100.0,13.0,1011.9
2015-12-16 17:15:00,0.0,Y,16.7,15.4,13.0,104.0,13.0,1011.9
2015-12-16 17:16:00,0.0,Y,16.7,15.4,11.2,109.0,13.0,1011.9
2015-12-16 17:17:00,0.0,Y,16.7,15.4,13.0,101.0,13.0,1011.9
2015-12-16 17:18:00,0.0,Y,16.7,15.4,13.0,103.0,13.0,1011.8
2015-12-16 17:19:00,0.0,Y,16.7,15.4,13.0,104.0,13.0,1011.8
2015-12-16 17:20:00,0.0,Y,16.6,15.3,13.0,101.0,13.0,1011.8
2015-12-16 17:21:00,, ,,,,,,
2015-12-16 17:22:00,0.0,Y,16.6,15.3,13.0,102.0,13.0,1011.8
2015-12-16 17:23:00,0.0,Y,16.6,15.3,11.2,99.0,13.0,1011.8
2015-12-16 17:24:00,0.0,Y,16.6,15.3,11.2,104.0,13.0,1011.8
2015-12-16 17:25:00,0.0,Y,16.6,15.3,11.2,105.0,11.2,1011.8
2015-12-16 17:26:00,0.0,Y,16.6,15.3,11.2,104.0,13.0,1011.8
2015-12-16 17:27:00,0.0,Y,16.6,15.3,11.2,104.0,13.0,1011.8
2015-12-16 17:28:00,0.0,Y,16.7,15.4,11.2,103.0,13.0,1011.8
2015-12-16 17:29:00,0.0,Y,16.7,15.4,13.0,102.0,13.0,1011.8
2015-12-16 17:30:00,, ,,,,,,
2015-12-16 17:31:00,0.0,Y,16.6,15.3,13.0,103.0,13.0,1011.8
2015-12-16 17:32:00,0.0,Y,16.6,15.3,14.8,97.0,14.8,1011.8
2015-12-16 17:33:00,, ,,,,,,
2015-12-16 17:34:00,0.0,Y,16.6,15.3,13.0,98.0,14.8,1011.8
2015-12-16 17:35:00,0.0,Y,16.7,15.4,13.0,98.0,14.8,1011.8
2015-12-16 17:36:00,, ,,,,,,
2015-12-16 17:37:00,0.0,Y,16.7,15.4,13.0,97.0,14.8,1011.8
2015-12-16 17:38:00,0.0,Y,16.7,15.4,13.0,97.0,14.8,1011.8
2015-12-16 17:39:00,0.0,Y,16.7,15.4,13.0,98.0,14.8,1011.9
2015-12-16 17:40:00,0.0,Y,16.7,15.4,13.0,97.0,14.8,1011.9
2015-12-16 17:41:00,0.0,Y,16.7,15.4,14.8,95.0,14.8,1011.9
2015-12-16 17:42:00,, ,,,,,,
2015-12-16 17:43:00,0.0,Y,16.7,15.4,13.0,96.0,16.6,1011.9
2015-12-16 17:44:00,0.0,Y,16.6,15.3,14.8,95.0,14.8,1011.9
2015-12-16 17:45:00,0.0,Y,16.7,15.4,13.0,98.0,14.8,1011.9
2015-12-16 17:46:00,0.0,Y,16.7,15.4,13.0,92.0,14.8,1011.9
2015-12-16 17:47:00,0.0,Y,16.7,15.4,13.0,90.0,14.8,1011.9
2015-12-16 17:48:00,0.0,Y,16.7,15.4,13.0,91.0,13.0,1011.9
2015-12-16 17:49:00,0.0,Y,16.7,15.4,13.0,92.0,14.8,1012.0
2015-12-16 17:50:00,0.0,Y,16.7,15.4,13.0,90.0,14.8,1012.0
2015-12-16 17:51:00,0.0,Y,16.7,15.4,13.0,94.0,14.8,1012.0
2015-12-16 17:52:00,0.0,Y,16.7,15.4,14.8,90.0,14.8,1012.1
2015-12-16 17:53:00,0.0,Y,16.7,15.4,13.0,92.0,14.8,1012.1
2015-12-16 17:54:00,0.0,Y,16.7,15.4,11.2,93.0,13.0,1012.1
2015-12-16 17:55:00,0.0,Y,16.7,15.4,11.2,97.0,13.0,1012.2
2015-12-16 17:56:00,0.0,Y,16.8,15.5,11.2,92.0,13.0,1012.2
2015-12-16 17:57:00,0.0,Y,16.8,15.5,13.0,93.0,16.6,1012.2
2015-12-16 17:58:00,0.0,Y,16.8,15.3,13.0,95.0,14.8,1012.3
2015-12-16 17:59:00,0.0,Y,16.9,15.4,13.0,91.0,14.8,1012.3
2015-12-16 18:00:00,, ,,,,,,
2015-12-16 18:01:00,0.0,Y,16.8,15.3,13.0,96.0,14.8,1012.3
2015-12-16 18:02:00,0.0,Y,16.9,15.4,13.0,98.0,14.8,1012.3
2015-12-16 18:03:00,0.0,Y,17.0,15.3,13.0,98.0,14.8,1012.3
2015-12-16 18:04:00,0.0,Y,17.0,15.3,13.0,98.0,14.8,1012.4
2015-12-16 18:05:00,0.0,Y,17.0,15.3,11.2,99.0,13.0,1012.4
2015-12-16 18:06:00,0.0,Y,17.0,15.3,11.2,95.0,13.0,1012.4
2015-12-16 18:07:00,0.0,Y,17.0,15.3,13.0,94.0,13.0,1012.4
2015-12-16 18:08:00,0.0,Y,17.0,15.3,13.0,95.0,14.8,1012.4
2015-12-16 18:09:00,0.0,Y,17.0,15.3,13.0,96.0,14.8,1012.4
2015-12-16 18:10:00,0.0,Y,16.9,15.2,13.0,94.0,14.8,1012.4
2015-12-16 18:11:00,0.0,Y,17.0,15.3,13.0,94.0,13.0,1012.4
2015-12-16 18:12:00,0.0,Y,16.9,15.2,13.0,95.0,14.8,1012.4
2015-12-16 18:13:00,0.0,Y,17.0,15.2,13.0,94.0,14.8,1012.4
2015-12-16 18:14:00,0.0,Y,17.1,15.3,13.0,94.0,14.8,1012.4
2015-12-16 18:15:00,0.0,Y,17.0,15.2,13.0,94.0,13.0,1012.4
2015-12-16 18:16:00,0.0,Y,17.0,15.2,13.0,97.0,14.8,1012.4
2015-12-16 18:17:00,0.0,Y,17.0,15.2,13.0,97.0,14.8,1012.4
2015-12-16 18:18:00,0.0,Y,17.0,15.2,13.0,100.0,14.8,1012.4
2015-12-16 18:19:00,0.0,Y,17.0,15.2,13.0,101.0,14.8,1012.4
2015-12-16 18:20:00,0.0,Y,16.9,15.1,13.0,101.0,14.8,1012.4
2015-12-16 18:21:00,0.0,Y,16.9,15.1,14.8,101.0,14.8,1012.4
2015-12-16 18:22:00,0.0,Y,16.9,15.1,14.8,101.0,14.8,1012.4
2015-12-16 18:23:00,0.0,Y,16.9,15.1,14.8,98.0,14.8,1012.4
2015-12-16 18:24:00,0.0,Y,16.9,15.1,14.8,100.0,16.6,1012.5
2015-12-16 18:25:00,0.0,Y,16.9,15.1,13.0,99.0,14.8,1012.5
2015-12-16 18:26:00,0.0,Y,16.9,15.1,14.8,100.0,14.8,1012.5
2015-12-16 18:27:00,0.0,Y,16.9,15.1,14.8,99.0,16.6,1012.5
2015-12-16 18:28:00,0.0,Y,16.9,15.1,14.8,100.0,16.6,1012.5
2015-12-16 18:29:00,0.0,Y,16.9,15.1,14.8,100.0,14.8,1012.5
2015-12-16 18:30:00,, ,,,,,,
2015-12-16 18:31:00,0.0,Y,16.9,15.1,14.8,102.0,14.8,1012.6
2015-12-16 18:32:00,0.0,Y,16.9,15.1,13.0,103.0,14.8,1012.6
2015-12-16 18:33:00,, ,,,,,,
2015-12-16 18:34:00,0.0,Y,16.9,15.1,13.0,103.0,14.8,1012.6
2015-12-16 18:35:00,0.0,Y,16.9,15.1,13.0,103.0,14.8,1012.6
2015-12-16 18:36:00,, ,,,,,,
2015-12-16 18:37:00,0.0,Y,16.9,15.1,13.0,105.0,14.8,1012.6
2015-12-16 18:38:00,0.0,Y,16.8,15.0,13.0,100.0,14.8,1012.7
2015-12-16 18:39:00,0.0,Y,16.8,15.0,13.0,105.0,13.0,1012.7
2015-12-16 18:40:00,0.0,Y,16.8,15.0,13.0,106.0,13.0,1012.7
2015-12-16 18:41:00,0.0,Y,16.8,15.0,13.0,104.0,13.0,1012.7
2015-12-16 18:42:00,0.0,Y,16.8,15.0,13.0,105.0,14.8,1012.7
2015-12-16 18:43:00,0.0,Y,16.8,15.0,13.0,106.0,14.8,1012.8
2015-12-16 18:44:00,0.0,Y,16.8,15.0,13.0,110.0,14.8,1012.8
2015-12-16 18:45:00,0.0,Y,16.7,14.9,14.8,107.0,16.6,1012.8
2015-12-16 18:46:00,0.0,Y,16.7,14.9,14.8,108.0,14.8,1012.8
2015-12-16 18:47:00,0.0,Y,16.7,15.1,13.0,108.0,14.8,1012.9
2015-12-16 18:48:00,0.0,Y,16.8,15.2,13.0,103.0,14.8,1012.9
2015-12-16 18:49:00,0.0,Y,16.8,15.0,13.0,103.0,13.0,1012.9
2015-12-16 18:50:00,0.0,Y,16.8,15.2,13.0,105.0,13.0,1012.9
2015-12-16 18:51:00,0.0,Y,16.8,15.0,13.0,102.0,13.0,1012.9
2015-12-16 18:52:00,0.0,Y,16.8,15.0,13.0,105.0,14.8,1012.9
2015-12-16 18:53:00,0.0,Y,16.8,15.0,13.0,107.0,14.8,1012.9
2015-12-16 18:54:00,0.0,Y,16.9,15.1,14.8,104.0,16.6,1012.9
2015-12-16 18:55:00,0.0,Y,16.8,15.0,13.0,106.0,13.0,1012.9
2015-12-16 18:56:00,0.0,Y,16.9,15.1,13.0,106.0,13.0,1012.9
2015-12-16 18:57:00,0.0,Y,16.8,15.0,13.0,105.0,14.8,1012.9
2015-12-16 18:58:00,0.0,Y,16.8,15.0,13.0,105.0,13.0,1012.9
2015-12-16 18:59:00,0.0,Y,16.8,15.0,13.0,102.0,14.8,1012.9
2015-12-16 19:00:00,, ,,,,,,
2015-12-16 19:01:00,0.0,Y,16.7,15.1,13.0,102.0,13.0,1012.9
2015-12-16 19:02:00,0.0,Y,16.8,15.2,13.0,104.0,13.0,1012.9
2015-12-16 19:03:00,0.0,Y,16.8,15.2,13.0,105.0,14.8,1012.9
2015-12-16 19:04:00,0.0,Y,16.8,15.0,11.2,106.0,13.0,1013.0
2015-12-16 19:05:00,0.0,Y,16.9,15.1,13.0,103.0,13.0,1013.0
2015-12-16 19:06:00,, ,,,,,,
2015-12-16 19:07:00,0.0,Y,16.8,15.0,13.0,108.0,14.8,1013.0
2015-12-16 19:08:00,0.0,Y,16.8,15.0,13.0,106.0,14.8,1013.0
2015-12-16 19:09:00,0.0,Y,16.8,15.0,13.0,108.0,14.8,1013.0
2015-12-16 19:10:00,0.0,Y,16.9,15.1,13.0,108.0,14.8,1013.1
2015-12-16 19:11:00,0.0,Y,16.9,15.1,13.0,106.0,13.0,1013.1
2015-12-16 19:12:00,0.0,Y,16.8,15.0,13.0,106.0,13.0,1013.1
2015-12-16 19:13:00,0.0,Y,16.8,15.0,13.0,106.0,14.8,1013.1
2015-12-16 19:14:00,0.0,Y,16.9,15.1,13.0,106.0,14.8,1013.1
2015-12-16 19:15:00,0.0,Y,16.9,15.1,13.0,105.0,14.8,1013.1
2015-12-16 19:16:00,0.0,Y,16.9,15.1,13.0,108.0,14.8,1013.1
2015-12-16 19:17:00,0.0,Y,16.9,15.1,13.0,105.0,14.8,1013.1
2015-12-16 19:18:00,0.0,Y,16.9,15.1,13.0,104.0,13.0,1013.1
2015-12-16 19:19:00,0.0,Y,16.9,15.1,13.0,101.0,14.8,1013.2
2015-12-16 19:20:00,0.0,Y,17.0,15.2,13.0,104.0,14.8,1013.2
2015-12-16 19:21:00,0.0,Y,17.0,15.2,13.0,101.0,14.8,1013.2
2015-12-16 19:22:00,0.0,Y,17.0,15.2,13.0,103.0,13.0,1013.2
2015-12-16 19:23:00,0.0,Y,17.1,15.3,13.0,105.0,13.0,1013.2
2015-12-16 19:24:00,0.0,Y,17.1,15.3,13.0,104.0,14.8,1013.3
2015-12-16 19:25:00,0.0,Y,17.1,15.3,13.0,100.0,14.8,1013.3
2015-12-16 19:26:00,0.0,Y,17.2,15.2,13.0,105.0,14.8,1013.3
2015-12-16 19:27:00,0.0,Y,17.2,15.2,13.0,108.0,14.8,1013.4
2015-12-16 19:28:00,0.0,Y,17.3,15.3,13.0,105.0,14.8,1013.4
2015-12-16 19:29:00,0.0,Y,17.3,15.3,13.0,107.0,13.0,1013.4
2015-12-16 19:30:00,0.0,Y,17.3,15.3,13.0,108.0,14.8,1013.4
2015-12-16 19:31:00,0.0,Y,17.4,15.2,14.8,107.0,18.4,1013.5
2015-12-16 19:32:00,0.0,Y,17.4,15.4,14.8,106.0,16.6,1013.5
2015-12-16 19:33:00,0.0,Y,17.5,15.3,14.8,108.0,16.6,1013.5
2015-12-16 19:34:00,0.0,Y,17.5,15.3,14.8,110.0,14.8,1013.5
2015-12-16 19:35:00,0.0,Y,17.5,15.3,14.8,107.0,14.8,1013.5
2015-12-16 19:36:00,, ,,,,,,
2015-12-16 19:37:00,0.0,Y,17.6,15.4,13.0,108.0,14.8,1013.6
2015-12-16 19:38:00,0.0,Y,17.6,15.4,14.8,112.0,14.8,1013.6
2015-12-16 19:39:00,0.0,Y,17.6,15.4,13.0,106.0,14.8,1013.6
2015-12-16 19:40:00,0.0,Y,17.7,15.5,13.0,110.0,13.0,1013.6
2015-12-16 19:41:00,0.0,Y,17.6,15.2,14.8,110.0,16.6,1013.6
2015-12-16 19:42:00,0.0,Y,17.7,15.3,14.8,111.0,16.6,1013.6
2015-12-16 19:43:00,0.0,Y,17.7,15.5,13.0,106.0,14.8,1013.7
2015-12-16 19:44:00,0.0,Y,17.7,15.5,14.8,110.0,14.8,1013.7
2015-12-16 19:45:00,0.0,Y,17.8,15.6,13.0,109.0,14.8,1013.7
2015-12-16 19:46:00,0.0,Y,17.8,15.4,13.0,105.0,14.8,1013.7
2015-12-16 19:47:00,0.0,Y,17.8,15.4,13.0,108.0,14.8,1013.7
2015-12-16 19:48:00,0.0,Y,17.8,15.4,14.8,112.0,16.6,1013.7
2015-12-16 19:49:00,0.0,Y,17.8,15.4,14.8,106.0,16.6,1013.7
2015-12-16 19:50:00,0.0,Y,17.8,15.4,13.0,102.0,14.8,1013.8
2015-12-16 19:51:00,0.0,Y,17.8,15.2,13.0,110.0,13.0,1013.8
2015-12-16 19:52:00,0.0,Y,17.9,15.3,11.2,102.0,13.0,1013.8
2015-12-16 19:53:00,0.0,Y,17.9,15.5,11.2,103.0,13.0,1013.8
2015-12-16 19:54:00,0.0,Y,18.0,15.6,13.0,101.0,14.8,1013.8
2015-12-16 19:55:00,0.0,Y,18.0,15.6,11.2,99.0,13.0,1013.8
2015-12-16 19:56:00,0.0,Y,18.0,15.6,13.0,102.0,14.8,1013.8
2015-12-16 19:57:00,0.0,Y,18.1,15.5,13.0,103.0,13.0,1013.9
2015-12-16 19:58:00,0.0,Y,18.2,15.8,11.2,103.0,13.0,1013.9
2015-12-16 19:59:00,0.0,Y,18.2,15.6,11.2,98.0,14.8,1013.9
2015-12-16 20:00:00,, ,,,,,,
2015-12-16 20:01:00,0.0,Y,18.2,15.5,11.2,98.0,13.0,1013.9
2015-12-16 20:02:00,0.0,Y,18.2,15.5,11.2,94.0,13.0,1014.0
2015-12-16 20:03:00,0.0,Y,18.3,15.6,13.0,98.0,13.0,1014.0
2015-12-16 20:04:00,0.0,Y,18.3,15.6,13.0,97.0,14.8,1014.0
2015-12-16 20:05:00,0.0,Y,18.4,15.8,11.2,97.0,13.0,1014.0
2015-12-16 20:06:00,0.0,Y,18.4,15.6,13.0,91.0,13.0,1014.1
2015-12-16 20:07:00,0.0,Y,18.5,15.9,13.0,100.0,13.0,1014.1
2015-12-16 20:08:00,0.0,Y,18.5,15.7,13.0,96.0,14.8,1014.1
