,prec[mm],q_prec,ta[C],td[C],ws[km/h],wd[deg],max_ws[km/h],mslp[hPa]
2009-01-19 00:33:00,0.0,Y,29.2,7.6,7.6,44.0,11.2,1014.9
2009-01-19 00:34:00,0.0,Y,29.2,7.6,13.0,83.0,14.8,1014.9
2009-01-19 00:35:00,0.0,Y,29.6,7.7,9.4,55.0,13.0,1014.8
2009-01-19 00:36:00,0.0,Y,29.5,7.8,11.2,84.0,16.6,1014.8
2009-01-19 00:37:00,, ,,,,,,
2009-01-19 00:38:00,0.0,Y,29.3,8.3,9.4,121.0,14.8,1014.8
2009-01-19 00:39:00,0.0,Y,29.4,8.2,11.2,114.0,14.8,1014.8
2009-01-19 00:40:00,0.0,Y,29.4,7.6,14.8,100.0,20.5,1014.7
2009-01-19 00:41:00,0.0,Y,29.4,7.6,14.8,34.0,16.6,1014.7
2009-01-19 00:42:00,0.0,Y,29.5,7.8,11.2,20.0,14.8,1014.7
2009-01-19 00:43:00,0.0,Y,29.9,7.7,5.4,11.0,9.4,1014.7
2009-01-19 00:44:00,0.0,Y,30.4,7.4,9.4,39.0,14.8,1014.7
2009-01-19 00:45:00,0.0,Y,29.9,7.1,11.2,62.0,13.0,1014.7
2009-01-19 00:46:00,0.0,Y,29.9,7.4,7.6,106.0,11.2,1014.7
2009-01-19 00:47:00,0.0,Y,29.8,7.2,9.4,90.0,13.0,1014.7
2009-01-19 00:48:00,0.0,Y,29.9,7.1,9.4,111.0,13.0,1014.7
2009-01-19 00:49:00,0.0,Y,30.0,7.0,7.6,124.0,9.4,1014.7
2009-01-19 00:50:00,0.0,Y,30.1,6.8,5.4,128.0,7.6,1014.6
2009-01-19 00:51:00,0.0,Y,29.9,6.8,5.4,117.0,7.6,1014.6
2009-01-19 00:52:00,0.0,Y,29.9,7.4,,,,1014.6
2009-01-19 00:53:00,,F,,,,,,
2009-01-19 00:54:00,,F,30.1,6.8,7.6,20.0,11.2,1014.4
2009-01-19 00:55:00,0.0,Y,29.7,6.1,9.4,44.0,13.0,1014.4
2009-01-19 00:56:00,0.0,Y,30.0,6.3,9.4,39.0,9.4,1014.4
2009-01-19 00:57:00,0.0,Y,30.1,6.5,7.6,30.0,11.2,1014.4
2009-01-19 00:58:00,0.0,Y,30.4,7.1,7.6,21.0,9.4,1014.4
2009-01-19 00:59:00,0.0,Y,30.1,6.2,7.6,21.0,11.2,1014.3
2009-01-19 01:00:00,0.0,Y,30.1,6.2,11.2,8.0,13.0,1014.3
2009-01-19 01:01:00,0.0,Y,30.3,6.6,11.2,58.0,13.0,1014.3
2009-01-19 01:02:00,0.0,Y,31.0,6.4,13.0,49.0,14.8,1014.3
2009-01-19 01:03:00,0.0,Y,30.8,6.0,14.8,58.0,16.6,1014.3
2009-01-19 01:04:00,0.0,Y,30.9,5.5,13.0,63.0,16.6,1014.2
2009-01-19 01:05:00,0.0,Y,31.0,5.7,11.2,94.0,13.0,1014.3
2009-01-19 01:06:00,0.0,Y,30.9,5.2,11.2,68.0,14.8,1014.2
2009-01-19 01:07:00,0.0,Y,31.2,4.5,9.4,73.0,14.8,1014.2
2009-01-19 01:08:00,, ,,,,,,
2009-01-19 01:09:00,0.0,Y,31.2,4.8,13.0,27.0,16.6,1014.1
2009-01-19 01:10:00,0.0,Y,31.4,4.6,9.4,24.0,13.0,1014.1
2009-01-19 01:11:00,0.0,Y,31.2,4.1,9.4,28.0,11.2,1014.1
2009-01-19 01:12:00,0.0,Y,30.9,3.5,7.6,16.0,9.4,1014.0
2009-01-19 01:13:00,0.0,Y,30.7,3.4,1.8,66.0,5.4,1014.1
2009-01-19 01:14:00,0.0,Y,30.9,3.5,3.6,114.0,5.4,1014.0
2009-01-19 01:15:00,0.0,Y,31.1,3.6,3.6,138.0,5.4,1014.0
2009-01-19 01:16:00,0.0,Y,31.3,3.7,3.6,239.0,7.6,1014.0
2009-01-19 01:17:00,0.0,Y,31.3,4.4,7.6,263.0,11.2,1013.9
2009-01-19 01:18:00,0.0,Y,31.5,4.1,11.2,276.0,14.8,1013.9
2009-01-19 01:19:00,0.0,Y,31.7,4.2,13.0,262.0,14.8,1013.9
2009-01-19 01:20:00,0.0,Y,31.9,4.6,11.2,228.0,14.8,1013.9
2009-01-19 01:21:00,0.0,Y,31.7,5.2,5.4,226.0,7.6,1013.8
2009-01-19 01:22:00,0.0,Y,32.1,4.0,5.4,239.0,7.6,1013.8
2009-01-19 01:23:00,0.0,Y,32.1,3.2,5.4,273.0,7.6,1013.8
2009-01-19 01:24:00,,F,,,,,,
2009-01-19 01:25:00,,F,31.7,4.2,9.4,340.0,14.8,1013.8
2009-01-19 01:26:00,0.0,Y,32.3,3.7,9.4,315.0,13.0,1013.8
2009-01-19 01:27:00,0.0,Y,32.9,2.0,7.6,304.0,9.4,1013.8
2009-01-19 01:28:00,0.0,Y,32.5,1.4,,,,1013.8
2009-01-19 01:29:00,0.0,Y,32.4,1.6,16.6,354.0,22.3,1013.7
2009-01-19 01:30:00,0.0,Y,32.3,1.4,18.4,343.0,24.1,1013.8
2009-01-19 01:31:00,0.0,Y,31.9,1.6,16.6,359.0,20.5,1013.7
2009-01-19 01:32:00,0.0,Y,32.1,1.3,13.0,4.0,16.6,1013.7
2009-01-19 01:33:00,0.0,Y,32.2,1.5,13.0,339.0,16.6,1013.6
2009-01-19 01:34:00,0.0,Y,31.8,2.2,11.2,319.0,14.8,1013.5
2009-01-19 01:35:00,0.0,Y,32.0,2.2,13.0,295.0,20.5,1013.5
2009-01-19 01:36:00,0.0,Y,32.1,2.1,14.8,301.0,22.3,1013.6
2009-01-19 01:37:00,0.0,Y,32.3,2.2,5.4,255.0,9.4,1013.5
2009-01-19 01:38:00,0.0,Y,32.5,1.4,3.6,278.0,9.4,1013.5
2009-01-19 01:39:00,, ,,,,,,
2009-01-19 01:40:00,0.0,Y,32.7,1.1,7.6,42.0,9.4,1013.4
2009-01-19 01:41:00,0.0,Y,32.7,1.1,3.6,346.0,7.6,1013.4
2009-01-19 01:42:00,0.0,Y,32.3,1.0,9.4,298.0,14.8,1013.4
2009-01-19 01:43:00,0.0,Y,32.4,1.2,7.6,271.0,14.8,1013.4
2009-01-19 01:44:00,0.0,Y,32.5,1.5,18.4,271.0,24.1,1013.3
2009-01-19 01:45:00,0.0,Y,32.7,1.1,20.5,274.0,22.3,1013.3
2009-01-19 01:46:00,0.0,Y,32.2,1.1,14.8,266.0,16.6,1013.3
2009-01-19 01:47:00,0.0,Y,32.4,0.8,14.8,274.0,20.5,1013.3
2009-01-19 01:48:00,0.0,Y,32.7,1.5,16.6,278.0,22.3,1013.3
2009-01-19 01:49:00,0.0,Y,32.7,1.1,16.6,284.0,22.3,1013.3
2009-01-19 01:50:00,0.0,Y,32.6,1.7,16.6,291.0,22.3,1013.2
2009-01-19 01:51:00,0.0,Y,33.0,1.9,18.4,286.0,24.1,1013.2
2009-01-19 01:52:00,0.0,Y,32.8,1.8,18.4,309.0,22.3,1013.2
2009-01-19 01:53:00,0.0,Y,32.9,2.4,9.4,276.0,16.6,1013.2
2009-01-19 01:54:00,0.0,Y,33.0,2.3,7.6,217.0,9.4,1013.2
2009-01-19 01:55:00,,F,,,,,,
2009-01-19 01:56:00,,F,34.0,1.5,,,,1013.1
2009-01-19 01:57:00,0.0,Y,33.8,1.4,13.0,359.0,20.5,1013.1
2009-01-19 01:58:00,0.0,Y,33.4,1.2,16.6,6.0,22.3,1013.0
2009-01-19 01:59:00,0.0,Y,33.3,1.4,20.5,356.0,25.9,1013.1
2009-01-19 02:00:00,0.0,Y,33.3,0.5,22.3,346.0,25.9,1013.1
2009-01-19 02:01:00,0.0,Y,33.1,0.9,13.0,340.0,22.3,1013.1
2009-01-19 02:02:00,0.0,Y,32.8,1.4,11.2,354.0,14.8,1013.0
2009-01-19 02:03:00,0.0,Y,32.9,2.4,18.4,314.0,25.9,1013.0
2009-01-19 02:04:00,0.0,Y,33.7,2.4,14.8,312.0,22.3,1013.0
2009-01-19 02:05:00,0.0,Y,33.6,1.7,9.4,316.0,11.2,1013.0
2009-01-19 02:06:00,0.0,Y,33.4,2.4,7.6,8.0,11.2,1012.9
2009-01-19 02:07:00,0.0,Y,33.5,2.7,5.4,10.0,7.6,1012.9
2009-01-19 02:08:00,0.0,Y,33.9,1.7,5.4,270.0,9.4,1012.9
2009-01-19 02:09:00,0.0,Y,33.5,0.2,11.2,294.0,14.8,1012.9
2009-01-19 02:10:00,, ,,,,,,
2009-01-19 02:11:00,0.0,Y,34.3,0.6,13.0,284.0,25.9,1012.9
2009-01-19 02:12:00,0.0,Y,34.2,1.6,24.1,339.0,29.5,1012.8
2009-01-19 02:13:00,0.0,Y,34.0,1.5,,,,1012.9
2009-01-19 02:14:00,0.0,Y,33.6,0.5,16.6,343.0,22.3,1012.8
2009-01-19 02:15:00,0.0,Y,33.4,-0.1,13.0,323.0,16.6,1012.8
2009-01-19 02:16:00,0.0,Y,33.5,0.2,13.0,335.0,14.8,1012.8
2009-01-19 02:17:00,0.0,Y,33.4,-0.1,20.5,322.0,24.1,1012.8
2009-01-19 02:18:00,0.0,Y,32.9,-0.5,16.6,307.0,20.5,1012.8
2009-01-19 02:19:00,0.0,Y,33.3,-0.4,16.6,286.0,22.3,1012.7
2009-01-19 02:20:00,0.0,Y,33.2,-0.2,18.4,288.0,24.1,1012.7
2009-01-19 02:21:00,0.0,Y,33.1,0.9,16.6,293.0,24.1,1012.7
2009-01-19 02:22:00,0.0,Y,32.7,1.6,14.8,280.0,22.3,1012.7
2009-01-19 02:23:00,0.0,Y,33.0,1.9,13.0,257.0,22.3,1012.7
2009-01-19 02:24:00,0.0,Y,33.4,2.0,,,,1012.7
2009-01-19 02:25:00,0.0,Y,33.5,1.1,14.8,249.0,20.5,1012.7
2009-01-19 02:26:00,,F,,,,,,
2009-01-19 02:27:00,,F,33.5,1.9,9.4,255.0,11.2,1012.6
2009-01-19 02:28:00,0.0,Y,33.9,2.5,7.6,249.0,11.2,1012.6
2009-01-19 02:29:00,0.0,Y,34.3,1.8,7.6,222.0,9.4,1012.6
2009-01-19 02:30:00,0.0,Y,34.1,1.7,9.4,283.0,11.2,1012.6
2009-01-19 02:31:00,0.0,Y,34.3,1.8,9.4,339.0,13.0,1012.6
2009-01-19 02:32:00,0.0,Y,33.9,0.8,14.8,343.0,20.5,1012.6
2009-01-19 02:33:00,0.0,Y,33.6,0.0,9.4,350.0,11.2,1012.6
2009-01-19 02:34:00,0.0,Y,33.8,-0.3,9.4,4.0,13.0,1012.5
2009-01-19 02:35:00,0.0,Y,34.0,0.6,9.4,1.0,14.8,1012.5
2009-01-19 02:36:00,0.0,Y,33.6,1.3,7.6,17.0,9.4,1012.4
2009-01-19 02:37:00,0.0,Y,34.1,1.3,9.4,20.0,13.0,1012.4
2009-01-19 02:38:00,0.0,Y,33.9,0.8,7.6,28.0,9.4,1012.4
2009-01-19 02:39:00,0.0,Y,33.4,0.8,13.0,0.0,16.6,1012.4
2009-01-19 02:40:00,0.0,Y,33.8,1.0,14.8,356.0,16.6,1012.4
2009-01-19 02:41:00,0.0,Y,34.0,0.6,9.4,11.0,13.0,1012.4
2009-01-19 02:42:00,,F,,,,,,
2009-01-19 02:43:00,,F,33.4,1.2,,,,1012.4
2009-01-19 02:44:00,0.0,Y,33.6,2.1,13.0,338.0,16.6,1012.4
2009-01-19 02:45:00,0.0,Y,34.2,1.6,11.2,352.0,16.6,1012.4
2009-01-19 02:46:00,0.0,Y,34.5,0.7,14.8,343.0,20.5,1012.3
2009-01-19 02:47:00,0.0,Y,34.2,-0.1,16.6,340.0,24.1,1012.3
2009-01-19 02:48:00,0.0,Y,33.7,-0.6,14.8,302.0,24.1,1012.3
2009-01-19 02:49:00,0.0,Y,33.9,-0.5,9.4,280.0,20.5,1012.3
2009-01-19 02:50:00,0.0,Y,33.7,-0.6,,,,1012.3
2009-01-19 02:51:00,0.0,Y,33.9,-1.0,13.0,266.0,29.5,1012.2
2009-01-19 02:52:00,0.0,Y,33.9,-0.5,14.8,286.0,22.3,1012.2
2009-01-19 02:53:00,0.0,Y,33.9,-0.5,16.6,326.0,22.3,1012.2
2009-01-19 02:54:00,0.0,Y,33.7,-0.6,18.4,321.0,22.3,1012.2
2009-01-19 02:55:00,0.0,Y,34.0,-0.7,18.4,280.0,24.1,1012.2
2009-01-19 02:56:00,0.0,Y,33.8,-0.8,18.4,293.0,22.3,1012.2
2009-01-19 02:57:00,, ,,,,,,
2009-01-19 02:58:00,0.0,Y,33.7,-0.6,18.4,308.0,29.5,1012.1
2009-01-19 02:59:00,0.0,Y,34.3,-0.3,13.0,309.0,20.5,1012.1
2009-01-19 03:00:00,0.0,Y,34.0,-0.2,22.3,319.0,27.7,1012.1
2009-01-19 03:01:00,0.0,Y,33.4,0.4,,,,1012.1
2009-01-19 03:02:00,0.0,Y,34.0,0.7,13.0,323.0,20.5,1012.1
2009-01-19 03:03:00,0.0,Y,33.9,-0.1,16.6,318.0,22.3,1012.1
2009-01-19 03:04:00,0.0,Y,33.9,0.4,13.0,340.0,16.6,1012.0
2009-01-19 03:05:00,0.0,Y,33.4,1.2,11.2,354.0,14.8,1012.0
2009-01-19 03:06:00,0.0,Y,33.4,0.8,11.2,354.0,16.6,1012.0
2009-01-19 03:07:00,0.0,Y,33.3,1.0,11.2,276.0,11.2,1012.0
2009-01-19 03:08:00,0.0,Y,33.3,1.4,7.6,286.0,9.4,1011.9
2009-01-19 03:09:00,0.0,Y,33.6,0.9,13.0,297.0,14.8,1011.9
2009-01-19 03:10:00,0.0,Y,33.4,1.2,7.6,276.0,11.2,1011.9
2009-01-19 03:11:00,0.0,Y,33.7,1.6,5.4,328.0,5.4,1011.9
2009-01-19 03:12:00,0.0,Y,34.3,0.6,3.6,352.0,7.6,1011.8
2009-01-19 03:13:00,,F,,,,,,
2009-01-19 03:14:00,,F,34.8,0.6,7.6,226.0,9.4,1011.8
2009-01-19 03:15:00,0.0,Y,35.3,1.9,13.0,236.0,16.6,1011.8
2009-01-19 03:16:00,0.0,Y,35.1,2.2,16.6,257.0,24.1,1011.8
2009-01-19 03:17:00,0.0,Y,34.8,1.9,11.2,264.0,22.3,1011.8
2009-01-19 03:18:00,0.0,Y,34.8,1.5,14.8,269.0,22.3,1011.7
2009-01-19 03:19:00,0.0,Y,35.4,0.9,7.6,262.0,11.2,1011.7
2009-01-19 03:20:00,0.0,Y,34.5,-0.2,16.6,255.0,20.5,1011.7
2009-01-19 03:21:00,0.0,Y,34.3,-0.3,20.5,297.0,33.5,1011.7
2009-01-19 03:22:00,0.0,Y,34.6,-0.4,16.6,331.0,24.1,1011.7
2009-01-19 03:23:00,0.0,Y,34.5,-0.2,25.9,302.0,29.5,1011.7
2009-01-19 03:24:00,0.0,Y,34.8,-0.3,24.1,297.0,27.7,1011.7
2009-01-19 03:25:00,0.0,Y,34.3,-0.3,24.1,291.0,29.5,1011.8
2009-01-19 03:26:00,0.0,Y,34.3,-0.8,20.5,288.0,24.1,1011.8
2009-01-19 03:27:00,0.0,Y,33.9,-0.5,22.3,308.0,29.5,1011.8
2009-01-19 03:28:00,, ,,,,,,
2009-01-19 03:29:00,0.0,Y,33.9,0.4,18.4,309.0,24.1,1011.7
2009-01-19 03:30:00,0.0,Y,33.9,0.8,16.6,301.0,20.5,1011.7
2009-01-19 03:31:00,0.0,Y,34.2,0.8,14.8,309.0,22.3,1011.6
2009-01-19 03:32:00,0.0,Y,34.3,1.0,9.4,297.0,11.2,1011.6
2009-01-19 03:33:00,0.0,Y,34.8,0.6,9.4,293.0,25.9,1011.6
2009-01-19 03:34:00,0.0,Y,34.6,0.5,20.5,281.0,24.1,1011.6
2009-01-19 03:35:00,0.0,Y,34.6,1.0,11.2,262.0,14.8,1011.5
2009-01-19 03:36:00,0.0,Y,34.5,1.1,5.4,233.0,11.2,1011.5
2009-01-19 03:37:00,0.0,Y,34.2,0.8,11.2,246.0,13.0,1011.5
2009-01-19 03:38:00,0.0,Y,34.4,0.9,9.4,246.0,11.2,1011.4
2009-01-19 03:39:00,0.0,Y,35.3,0.6,7.6,218.0,9.4,1011.4
2009-01-19 03:40:00,0.0,Y,34.4,-1.0,7.6,132.0,9.4,1011.4
2009-01-19 03:41:00,0.0,Y,34.1,-0.9,5.4,180.0,7.6,1011.4
2009-01-19 03:42:00,0.0,Y,34.2,-0.6,9.4,200.0,11.2,1011.3
2009-01-19 03:43:00,0.0,Y,34.3,-0.3,11.2,257.0,16.6,1011.3
2009-01-19 03:44:00,,F,,,,,,
2009-01-19 03:45:00,,F,34.9,-0.9,14.8,242.0,16.6,1011.3
2009-01-19 03:46:00,0.0,Y,34.6,-1.3,13.0,253.0,16.6,1011.3
2009-01-19 03:47:00,0.0,Y,35.0,-0.7,24.1,264.0,46.4,1011.2
2009-01-19 03:48:00,0.0,Y,34.9,-0.9,25.9,294.0,31.3,1011.2
2009-01-19 03:49:00,0.0,Y,35.4,-0.9,16.6,294.0,25.9,1011.2
2009-01-19 03:50:00,0.0,Y,35.1,-0.8,18.4,293.0,24.1,1011.2
2009-01-19 03:51:00,0.0,Y,35.1,-0.8,25.9,280.0,31.3,1011.2
2009-01-19 03:52:00,0.0,Y,35.0,-1.1,24.1,280.0,29.5,1011.1
2009-01-19 03:53:00,0.0,Y,35.4,-0.9,18.4,274.0,24.1,1011.1
2009-01-19 03:54:00,0.0,Y,34.9,-0.9,,,,1011.1
2009-01-19 03:55:00,0.0,Y,34.8,-1.2,18.4,274.0,27.7,1011.1
2009-01-19 03:56:00,0.0,Y,34.8,-0.3,25.9,278.0,33.5,1011.1
2009-01-19 03:57:00,0.0,Y,34.9,-0.9,25.9,286.0,29.5,1011.1
2009-01-19 03:58:00,0.0,Y,34.7,-1.0,18.4,302.0,24.1,1011.1
2009-01-19 03:59:00,0.0,Y,35.0,-0.6,18.4,252.0,24.1,1011.0
2009-01-19 04:00:00,0.0,Y,35.0,-1.1,14.8,238.0,22.3,1011.0
2009-01-19 04:01:00,0.0,Y,34.7,-0.6,,,,1011.0
2009-01-19 04:02:00,0.0,Y,35.2,-0.1,20.5,245.0,25.9,1011.0
2009-01-19 04:03:00,0.0,Y,35.0,-0.6,18.4,232.0,22.3,1010.9
2009-01-19 04:04:00,0.0,Y,34.8,-1.2,18.4,238.0,22.3,1010.9
2009-01-19 04:05:00,0.0,Y,35.5,-0.6,22.3,243.0,25.9,1010.9
2009-01-19 04:06:00,0.0,Y,35.5,-0.6,18.4,249.0,24.1,1010.9
2009-01-19 04:07:00,0.0,Y,35.2,-1.0,18.4,235.0,24.1,1010.9
2009-01-19 04:08:00,0.0,Y,34.7,-0.6,16.6,250.0,20.5,1010.9
2009-01-19 04:09:00,0.0,Y,34.5,-0.7,11.2,245.0,14.8,1011.0
2009-01-19 04:10:00,0.0,Y,34.2,0.3,7.6,205.0,9.4,1010.9
2009-01-19 04:11:00,0.0,Y,34.4,0.9,13.0,288.0,25.9,1010.9
2009-01-19 04:12:00,0.0,Y,34.6,1.0,18.4,326.0,25.9,1010.8
2009-01-19 04:13:00,0.0,Y,34.9,1.3,11.2,314.0,11.2,1010.8
2009-01-19 04:14:00,0.0,Y,34.7,1.7,5.4,293.0,9.4,1010.7
2009-01-19 04:15:00,, ,,,,,,
2009-01-19 04:16:00,0.0,Y,35.4,-0.9,5.4,162.0,7.6,1010.8
2009-01-19 04:17:00,0.0,Y,34.6,-0.8,5.4,53.0,9.4,1010.8
2009-01-19 04:18:00,0.0,Y,34.8,-0.7,16.6,323.0,25.9,1010.8
2009-01-19 04:19:00,0.0,Y,34.3,-0.8,20.5,311.0,24.1,1010.9
2009-01-19 04:20:00,0.0,Y,34.4,0.0,24.1,302.0,27.7,1010.8
2009-01-19 04:21:00,0.0,Y,34.1,1.0,20.5,321.0,27.7,1010.8
2009-01-19 04:22:00,0.0,Y,34.2,1.6,16.6,332.0,22.3,1010.8
2009-01-19 04:23:00,0.0,Y,34.8,1.5,14.8,346.0,20.5,1010.8
2009-01-19 04:24:00,0.0,Y,34.8,0.6,11.2,0.0,14.8,1010.7
2009-01-19 04:25:00,0.0,Y,34.6,-0.8,16.6,17.0,20.5,1010.7
2009-01-19 04:26:00,0.0,Y,34.4,0.4,13.0,4.0,14.8,1010.7
2009-01-19 04:27:00,0.0,Y,34.6,1.0,13.0,332.0,16.6,1010.7
2009-01-19 04:28:00,0.0,Y,34.6,1.8,13.0,290.0,16.6,1010.6
2009-01-19 04:29:00,0.0,Y,34.8,1.9,,,,1010.6
2009-01-19 04:30:00,, ,,,,,,
2009-01-19 04:31:00,,F,,,,,,
2009-01-19 04:32:00,,F,34.9,-1.4,14.8,277.0,25.9,1010.6
2009-01-19 04:33:00,0.0,Y,34.5,-0.6,25.9,280.0,31.3,1010.6
2009-01-19 04:34:00,0.0,Y,34.7,-0.1,20.5,270.0,25.9,1010.6
2009-01-19 04:35:00,0.0,Y,35.0,-1.1,20.5,311.0,25.9,1010.5
2009-01-19 04:36:00,0.0,Y,35.7,-1.0,20.5,345.0,22.3,1010.6
2009-01-19 04:37:00,0.0,Y,35.2,-0.5,13.0,353.0,16.6,1010.5
2009-01-19 04:38:00,0.0,Y,35.0,-0.6,11.2,319.0,13.0,1010.5
2009-01-19 04:39:00,0.0,Y,34.7,-1.0,13.0,325.0,16.6,1010.5
2009-01-19 04:40:00,0.0,Y,35.1,-0.8,11.2,286.0,14.8,1010.5
2009-01-19 04:41:00,0.0,Y,35.1,-1.3,9.4,276.0,13.0,1010.4
2009-01-19 04:42:00,0.0,Y,34.8,-1.7,14.8,325.0,27.7,1010.4
2009-01-19 04:43:00,0.0,Y,35.1,-1.3,24.1,329.0,29.5,1010.4
2009-01-19 04:44:00,0.0,Y,35.2,-1.5,20.5,326.0,27.7,1010.4
2009-01-19 04:45:00,0.0,Y,34.9,-1.4,11.2,328.0,14.8,1010.2
2009-01-19 04:46:00,, ,,,,,,
2009-01-19 04:47:00,0.0,Y,34.7,-1.0,18.4,308.0,24.1,1010.2
2009-01-19 04:48:00,0.0,Y,34.8,-0.7,24.1,307.0,27.7,1010.2
2009-01-19 04:49:00,0.0,Y,35.7,-1.0,18.4,286.0,24.1,1010.1
2009-01-19 04:50:00,0.0,Y,35.7,-1.0,13.0,277.0,14.8,1010.1
2009-01-19 04:51:00,0.0,Y,35.6,-1.3,11.2,267.0,13.0,1010.1
2009-01-19 04:52:00,0.0,Y,35.1,-1.3,14.8,276.0,22.3,1010.1
2009-01-19 04:53:00,0.0,Y,35.1,-0.8,18.4,278.0,25.9,1010.1
2009-01-19 04:54:00,0.0,Y,34.8,-1.2,24.1,295.0,27.7,1010.1
2009-01-19 04:55:00,0.0,Y,35.0,-1.1,22.3,284.0,27.7,1010.1
2009-01-19 04:56:00,0.0,Y,35.1,-1.3,24.1,277.0,29.5,1010.0
2009-01-19 04:57:00,0.0,Y,35.5,-1.6,18.4,267.0,22.3,1010.0
2009-01-19 04:58:00,0.0,Y,35.3,-1.2,18.4,260.0,22.3,1010.0
2009-01-19 04:59:00,0.0,Y,34.8,-1.2,18.4,252.0,22.3,1010.1
2009-01-19 05:00:00,0.0,Y,34.6,-0.3,18.4,276.0,22.3,1010.0
2009-01-19 05:01:00,0.0,Y,34.9,-0.4,14.8,271.0,22.3,1010.0
2009-01-19 05:02:00,,F,,,,,,
2009-01-19 05:03:00,,F,35.0,-0.6,11.2,249.0,13.0,1009.9
2009-01-19 05:04:00,0.0,Y,34.7,-0.5,9.4,252.0,14.8,1009.9
2009-01-19 05:05:00,0.0,Y,34.6,-0.8,14.8,264.0,22.3,1009.9
2009-01-19 05:06:00,0.0,Y,34.5,-0.2,13.0,270.0,16.6,1009.9
2009-01-19 05:07:00,0.0,Y,34.9,0.0,13.0,287.0,16.6,1009.9
2009-01-19 05:08:00,0.0,Y,35.1,0.1,11.2,288.0,16.6,1009.9
2009-01-19 05:09:00,0.0,Y,35.3,-0.7,9.4,281.0,14.8,1009.8
2009-01-19 05:10:00,0.0,Y,35.3,-0.7,,,,1009.9
2009-01-19 05:11:00,0.0,Y,35.1,-0.8,,,,1009.8
2009-01-19 05:12:00,0.0,Y,35.1,-0.3,7.6,269.0,14.8,1009.8
2009-01-19 05:13:00,0.0,Y,34.8,-0.7,11.2,271.0,14.8,1009.8
2009-01-19 05:14:00,0.0,Y,34.9,-0.9,9.4,270.0,13.0,1009.8
2009-01-19 05:15:00,0.0,Y,34.9,0.0,11.2,274.0,14.8,1009.8
2009-01-19 05:16:00,0.0,Y,35.2,0.9,13.0,266.0,14.8,1009.8
2009-01-19 05:17:00,, ,,,,,,
2009-01-19 05:18:00,0.0,Y,34.9,2.2,13.0,287.0,16.6,1009.7
2009-01-19 05:19:00,0.0,Y,34.7,1.7,11.2,308.0,13.0,1009.6
