,prec[mm],q_prec,ta[C],td[C],ws[km/h],wd[deg],max_ws[km/h],mslp[hPa]
2009-01-19 05:20:00,0.0,Y,34.8,1.1,3.6,304.0,7.6,1009.6
2009-01-19 05:21:00,0.0,Y,35.1,1.0,0.0,212.0,0.0,1009.6
2009-01-19 05:22:00,0.0,Y,35.1,0.1,1.8,133.0,5.4,1009.6
2009-01-19 05:23:00,0.0,Y,35.2,0.0,1.8,148.0,5.4,1009.6
2009-01-19 05:24:00,0.0,Y,35.2,-0.5,0.0,52.0,3.6,1009.6
2009-01-19 05:25:00,0.0,Y,35.5,-0.6,1.8,11.0,5.4,1009.6
2009-01-19 05:26:00,0.0,Y,35.3,-0.7,9.4,11.0,13.0,1009.6
2009-01-19 05:27:00,0.0,Y,35.2,0.4,13.0,353.0,16.6,1009.5
2009-01-19 05:28:00,0.0,Y,35.0,0.3,13.0,352.0,20.5,1009.5
2009-01-19 05:29:00,0.0,Y,34.6,0.1,18.4,349.0,24.1,1009.5
2009-01-19 05:30:00,0.0,Y,34.4,0.0,13.0,325.0,14.8,1009.5
2009-01-19 05:31:00,0.0,Y,34.9,0.5,9.4,336.0,11.2,1009.4
2009-01-19 05:32:00,0.0,Y,35.0,0.8,7.6,0.0,11.2,1009.4
2009-01-19 05:33:00,,F,,,,,,
2009-01-19 05:34:00,,F,34.6,-0.3,11.2,6.0,13.0,1009.4
2009-01-19 05:35:00,0.0,Y,34.9,0.1,9.4,16.0,11.2,1009.4
2009-01-19 05:36:00,0.0,Y,34.8,0.7,7.6,41.0,9.4,1009.3
2009-01-19 05:37:00,0.0,Y,34.8,1.5,9.4,77.0,9.4,1009.3
2009-01-19 05:38:00,0.0,Y,34.7,1.3,7.6,79.0,11.2,1009.3
2009-01-19 05:39:00,0.0,Y,35.2,0.4,9.4,82.0,11.2,1009.3
2009-01-19 05:40:00,0.0,Y,35.6,0.6,9.4,68.0,11.2,1009.3
2009-01-19 05:41:00,0.0,Y,35.6,0.2,5.4,59.0,9.4,1009.3
2009-01-19 05:42:00,0.0,Y,35.7,-0.9,1.8,10.0,7.6,1009.3
2009-01-19 05:43:00,0.0,Y,35.9,-0.8,7.6,283.0,9.4,1009.3
2009-01-19 05:44:00,0.0,Y,35.7,-0.5,11.2,111.0,14.8,1009.3
2009-01-19 05:45:00,0.0,Y,35.6,-0.8,18.4,345.0,25.9,1009.3
2009-01-19 05:46:00,0.0,Y,35.7,0.0,18.4,346.0,24.1,1009.3
2009-01-19 05:47:00,0.0,Y,36.0,-0.1,14.8,3.0,20.5,1009.3
2009-01-19 05:48:00,, ,,,,,,
2009-01-19 05:49:00,0.0,Y,35.9,0.6,16.6,6.0,22.3,1009.3
2009-01-19 05:50:00,0.0,Y,36.0,0.4,,,,1009.3
2009-01-19 05:51:00,0.0,Y,35.3,0.3,11.2,343.0,14.8,1009.2
2009-01-19 05:52:00,0.0,Y,35.1,0.2,5.4,345.0,9.4,1009.3
2009-01-19 05:53:00,0.0,Y,35.4,0.5,7.6,342.0,9.4,1009.3
2009-01-19 05:54:00,0.0,Y,35.6,0.6,9.4,0.0,13.0,1009.2
2009-01-19 05:55:00,0.0,Y,35.8,-0.2,11.2,8.0,16.6,1009.2
2009-01-19 05:56:00,0.0,Y,35.6,-0.8,9.4,309.0,16.6,1009.2
2009-01-19 05:57:00,0.0,Y,35.6,-0.8,9.4,288.0,13.0,1009.2
2009-01-19 05:58:00,0.0,Y,35.8,-0.6,11.2,267.0,14.8,1009.2
2009-01-19 05:59:00,0.0,Y,36.0,-0.5,11.2,246.0,13.0,1009.2
2009-01-19 06:00:00,0.0,Y,35.9,-0.8,13.0,259.0,16.6,1009.2
2009-01-19 06:01:00,0.0,Y,35.4,-0.9,16.6,283.0,22.3,1009.2
2009-01-19 06:02:00,0.0,Y,35.6,-1.2,20.5,291.0,24.1,1009.2
2009-01-19 06:03:00,0.0,Y,35.7,-0.9,20.5,298.0,25.9,1009.2
2009-01-19 06:04:00,,F,,,,,,
2009-01-19 06:05:00,,F,35.4,-0.4,16.6,297.0,20.5,1009.2
2009-01-19 06:06:00,0.0,Y,35.7,0.5,14.8,295.0,16.6,1009.1
2009-01-19 06:07:00,0.0,Y,35.6,-0.3,11.2,269.0,14.8,1009.1
2009-01-19 06:08:00,0.0,Y,35.6,-0.3,13.0,273.0,16.6,1009.1
2009-01-19 06:09:00,0.0,Y,35.3,-0.7,11.2,274.0,13.0,1009.1
2009-01-19 06:10:00,0.0,Y,35.5,-0.6,9.4,290.0,11.2,1009.1
2009-01-19 06:11:00,0.0,Y,35.2,-0.5,7.6,267.0,11.2,1009.1
2009-01-19 06:12:00,0.0,Y,35.1,0.2,5.4,284.0,11.2,1009.1
2009-01-19 06:13:00,0.0,Y,35.5,-0.6,18.4,319.0,22.3,1009.1
2009-01-19 06:14:00,0.0,Y,35.3,-0.7,14.8,314.0,20.5,1009.1
2009-01-19 06:15:00,0.0,Y,35.3,-0.7,,,,1009.1
2009-01-19 06:16:00,0.0,Y,35.1,-0.3,22.3,302.0,27.7,1009.1
2009-01-19 06:17:00,0.0,Y,35.5,-0.1,13.0,300.0,20.5,1009.1
2009-01-19 06:18:00,0.0,Y,35.4,-0.4,18.4,305.0,24.1,1009.1
2009-01-19 06:19:00,, ,,,,,,
2009-01-19 06:20:00,0.0,Y,35.6,0.2,7.6,308.0,13.0,1009.0
2009-01-19 06:21:00,0.0,Y,35.6,0.2,11.2,276.0,13.0,1009.0
2009-01-19 06:22:00,0.0,Y,35.5,-0.1,9.4,281.0,13.0,1009.0
2009-01-19 06:23:00,0.0,Y,35.2,-0.5,7.6,293.0,9.4,1009.0
2009-01-19 06:24:00,0.0,Y,35.0,2.1,13.0,277.0,20.5,1008.9
2009-01-19 06:25:00,0.0,Y,35.0,3.6,14.8,284.0,16.6,1008.9
2009-01-19 06:26:00,0.0,Y,35.1,2.3,11.2,297.0,13.0,1008.9
2009-01-19 06:27:00,0.0,Y,35.4,0.5,5.4,307.0,7.6,1008.9
2009-01-19 06:28:00,0.0,Y,35.8,-0.2,5.4,229.0,7.6,1008.9
2009-01-19 06:29:00,0.0,Y,35.6,-0.7,11.2,217.0,13.0,1008.9
2009-01-19 06:30:00,0.0,Y,35.7,-0.5,11.2,205.0,13.0,1008.8
2009-01-19 06:31:00,0.0,Y,35.6,-0.7,11.2,203.0,14.8,1008.8
2009-01-19 06:32:00,0.0,Y,35.5,-1.5,13.0,211.0,14.8,1008.9
2009-01-19 06:33:00,0.0,Y,35.1,-0.8,11.2,233.0,13.0,1008.9
2009-01-19 06:34:00,0.0,Y,35.0,0.3,11.2,269.0,14.8,1008.9
2009-01-19 06:35:00,,F,,,,,,
2009-01-19 06:36:00,,F,35.0,2.1,5.4,305.0,7.6,1008.8
2009-01-19 06:37:00,0.0,Y,35.0,2.9,,,,1008.8
2009-01-19 06:38:00,0.0,Y,35.6,0.6,5.4,339.0,7.6,1008.8
2009-01-19 06:39:00,0.0,Y,35.9,0.1,1.8,338.0,5.4,1008.8
2009-01-19 06:40:00,0.0,Y,35.8,0.3,0.0,338.0,3.6,1008.8
2009-01-19 06:41:00,0.0,Y,35.7,0.0,3.6,290.0,7.6,1008.8
2009-01-19 06:42:00,0.0,Y,35.7,0.0,11.2,250.0,14.8,1008.8
2009-01-19 06:43:00,0.0,Y,35.8,-1.1,11.2,246.0,13.0,1008.8
2009-01-19 06:44:00,0.0,Y,35.4,-0.8,7.6,260.0,9.4,1008.8
2009-01-19 06:45:00,0.0,Y,35.6,-0.3,7.6,257.0,9.4,1008.7
2009-01-19 06:46:00,0.0,Y,35.9,-0.8,11.2,277.0,14.8,1008.8
2009-01-19 06:47:00,0.0,Y,35.6,-1.2,9.4,293.0,13.0,1008.7
2009-01-19 06:48:00,0.0,Y,35.7,-0.5,14.8,267.0,16.6,1008.8
2009-01-19 06:49:00,0.0,Y,35.5,-0.6,13.0,274.0,16.6,1008.8
2009-01-19 06:50:00,, ,,,,,,
2009-01-19 06:51:00,,F,,,,,,
2009-01-19 06:52:00,,F,35.5,-1.0,13.0,286.0,22.3,1008.7
2009-01-19 06:53:00,0.0,Y,35.2,-0.5,16.6,298.0,20.5,1008.7
2009-01-19 06:54:00,0.0,Y,35.3,0.7,13.0,287.0,16.6,1008.7
2009-01-19 06:55:00,0.0,Y,35.6,0.2,9.4,270.0,11.2,1008.7
2009-01-19 06:56:00,0.0,Y,35.5,-0.6,9.4,257.0,11.2,1008.8
2009-01-19 06:57:00,0.0,Y,35.5,-0.6,9.4,278.0,20.5,1008.8
2009-01-19 06:58:00,0.0,Y,35.5,-0.6,16.6,286.0,24.1,1008.8
2009-01-19 06:59:00,0.0,Y,35.5,-0.6,,,,1008.8
2009-01-19 07:00:00,0.0,Y,35.6,-0.7,14.8,280.0,22.3,1008.8
2009-01-19 07:01:00,0.0,Y,35.6,-0.7,14.8,266.0,20.5,1008.8
2009-01-19 07:02:00,0.0,Y,35.6,-0.7,14.8,257.0,16.6,1008.8
2009-01-19 07:03:00,0.0,Y,35.7,0.0,14.8,288.0,14.8,1008.8
2009-01-19 07:04:00,0.0,Y,35.9,0.1,13.0,300.0,14.8,1008.8
2009-01-19 07:05:00,0.0,Y,36.0,-0.1,13.0,287.0,14.8,1008.7
2009-01-19 07:06:00,, ,,,,,,
2009-01-19 07:07:00,0.0,Y,35.9,0.1,9.4,266.0,14.8,1008.7
2009-01-19 07:08:00,0.0,Y,35.9,-0.3,11.2,257.0,14.8,1008.7
2009-01-19 07:09:00,0.0,Y,35.6,0.2,9.4,267.0,11.2,1008.7
2009-01-19 07:10:00,0.0,Y,35.5,0.8,9.4,252.0,13.0,1008.7
2009-01-19 07:11:00,0.0,Y,35.6,1.1,9.4,256.0,13.0,1008.7
2009-01-19 07:12:00,0.0,Y,35.5,1.7,7.6,274.0,9.4,1008.7
2009-01-19 07:13:00,0.0,Y,35.6,1.1,5.4,267.0,5.4,1008.7
2009-01-19 07:14:00,0.0,Y,35.8,1.6,5.4,239.0,7.6,1008.7
2009-01-19 07:15:00,0.0,Y,35.9,1.0,7.6,200.0,11.2,1008.7
2009-01-19 07:16:00,0.0,Y,36.0,0.9,11.2,212.0,13.0,1008.7
2009-01-19 07:17:00,0.0,Y,36.3,0.3,9.4,196.0,13.0,1008.7
2009-01-19 07:18:00,0.0,Y,36.4,-0.3,9.4,194.0,14.8,1008.7
2009-01-19 07:19:00,0.0,Y,36.1,-0.7,14.8,242.0,16.6,1008.8
2009-01-19 07:20:00,0.0,Y,36.0,-0.5,13.0,243.0,14.8,1008.8
2009-01-19 07:21:00,0.0,Y,35.9,-0.3,16.6,236.0,20.5,1008.8
2009-01-19 07:22:00,,F,,,,,,
2009-01-19 07:23:00,,F,35.6,-0.3,14.8,243.0,20.5,1008.8
2009-01-19 07:24:00,0.0,Y,35.6,0.2,11.2,256.0,14.8,1008.8
2009-01-19 07:25:00,0.0,Y,35.4,-0.4,11.2,250.0,13.0,1008.8
2009-01-19 07:26:00,0.0,Y,35.3,-0.2,9.4,263.0,13.0,1008.8
2009-01-19 07:27:00,0.0,Y,35.2,0.0,11.2,260.0,14.8,1008.8
2009-01-19 07:28:00,0.0,Y,35.4,0.1,7.6,260.0,11.2,1008.8
2009-01-19 07:29:00,0.0,Y,35.5,0.8,5.4,256.0,9.4,1008.8
2009-01-19 07:30:00,0.0,Y,35.2,0.4,13.0,293.0,14.8,1008.8
2009-01-19 07:31:00,0.0,Y,35.4,1.0,11.2,294.0,13.0,1008.8
2009-01-19 07:32:00,0.0,Y,35.8,1.2,9.4,294.0,11.2,1008.8
2009-01-19 07:33:00,0.0,Y,35.7,0.9,9.4,281.0,11.2,1008.8
2009-01-19 07:34:00,0.0,Y,35.3,0.3,9.4,271.0,14.8,1008.8
2009-01-19 07:35:00,0.0,Y,35.2,0.4,7.6,270.0,11.2,1008.8
2009-01-19 07:36:00,0.0,Y,35.2,0.9,7.6,271.0,9.4,1008.8
2009-01-19 07:37:00,, ,,,,,,
2009-01-19 07:38:00,0.0,Y,35.1,1.9,5.4,252.0,5.4,1008.8
2009-01-19 07:39:00,0.0,Y,35.1,1.9,5.4,266.0,9.4,1008.7
2009-01-19 07:40:00,0.0,Y,35.0,2.1,7.6,266.0,9.4,1008.7
2009-01-19 07:41:00,0.0,Y,35.1,2.3,,,,1008.7
2009-01-19 07:42:00,0.0,Y,35.2,1.3,7.6,274.0,9.4,1008.7
2009-01-19 07:43:00,0.0,Y,34.9,1.0,1.8,281.0,5.4,1008.7
2009-01-19 07:44:00,0.0,Y,34.8,0.7,0.0,278.0,0.0,1008.7
2009-01-19 07:45:00,0.0,Y,34.7,0.4,0.0,253.0,0.0,1008.7
2009-01-19 07:46:00,0.0,Y,34.9,1.0,0.0,243.0,0.0,1008.7
2009-01-19 07:47:00,0.0,Y,35.2,1.3,0.0,212.0,0.0,1008.7
2009-01-19 07:48:00,0.0,Y,35.3,0.7,0.0,210.0,0.0,1008.7
2009-01-19 07:49:00,0.0,Y,35.2,0.9,0.0,281.0,5.4,1008.7
2009-01-19 07:50:00,0.0,Y,35.2,2.2,7.6,300.0,11.2,1008.7
2009-01-19 07:51:00,0.0,Y,35.1,2.3,7.6,298.0,11.2,1008.7
2009-01-19 07:52:00,0.0,Y,35.0,3.3,3.6,269.0,5.4,1008.7
2009-01-19 07:53:00,,F,,,,,,
2009-01-19 07:54:00,,F,35.3,2.0,0.0,259.0,3.6,1008.7
2009-01-19 07:55:00,0.0,Y,35.3,1.2,0.0,256.0,0.0,1008.7
2009-01-19 07:56:00,0.0,Y,34.9,0.5,0.0,255.0,0.0,1008.7
2009-01-19 07:57:00,0.0,Y,34.8,1.6,0.0,250.0,0.0,1008.7
2009-01-19 07:58:00,0.0,Y,34.7,1.7,0.0,252.0,0.0,1008.7
2009-01-19 07:59:00,0.0,Y,34.7,1.7,0.0,253.0,0.0,1008.7
2009-01-19 08:00:00,0.0,Y,34.8,2.0,0.0,253.0,0.0,1008.7
2009-01-19 08:01:00,0.0,Y,34.7,1.3,0.0,253.0,0.0,1008.7
2009-01-19 08:02:00,0.0,Y,35.1,1.5,0.0,253.0,0.0,1008.7
2009-01-19 08:03:00,0.0,Y,35.2,0.4,0.0,255.0,0.0,1008.7
2009-01-19 08:04:00,0.0,Y,35.2,0.9,0.0,346.0,0.0,1008.7
2009-01-19 08:05:00,0.0,Y,35.3,0.7,5.4,25.0,9.4,1008.7
2009-01-19 08:06:00,0.0,Y,35.6,0.7,9.4,100.0,11.2,1008.7
2009-01-19 08:07:00,0.0,Y,35.3,-0.2,11.2,169.0,13.0,1008.7
2009-01-19 08:08:00,, ,,,,,,
2009-01-19 08:09:00,0.0,Y,35.0,0.3,14.8,151.0,20.5,1008.7
2009-01-19 08:10:00,0.0,Y,34.9,1.0,9.4,155.0,13.0,1008.7
2009-01-19 08:11:00,0.0,Y,35.0,1.6,5.4,173.0,7.6,1008.7
2009-01-19 08:12:00,0.0,Y,35.1,1.9,5.4,225.0,7.6,1008.7
2009-01-19 08:13:00,0.0,Y,35.3,2.4,5.4,219.0,7.6,1008.7
2009-01-19 08:14:00,0.0,Y,35.2,3.3,3.6,241.0,5.4,1008.7
2009-01-19 08:15:00,0.0,Y,35.3,2.4,1.8,242.0,3.6,1008.7
2009-01-19 08:16:00,0.0,Y,35.0,2.1,0.0,246.0,3.6,1008.7
2009-01-19 08:17:00,0.0,Y,34.9,2.6,1.8,280.0,5.4,1008.8
2009-01-19 08:18:00,0.0,Y,34.8,3.2,5.4,249.0,9.4,1008.8
2009-01-19 08:19:00,0.0,Y,34.8,2.8,5.4,245.0,5.4,1008.8
2009-01-19 08:20:00,0.0,Y,34.8,2.4,5.4,245.0,5.4,1008.8
2009-01-19 08:21:00,0.0,Y,34.8,2.4,3.6,245.0,5.4,1008.8
2009-01-19 08:22:00,0.0,Y,34.8,1.6,3.6,273.0,7.6,1008.8
2009-01-19 08:23:00,0.0,Y,34.8,1.6,3.6,288.0,7.6,1008.8
2009-01-19 08:24:00,,F,,,,,,
2009-01-19 08:25:00,,F,34.7,2.1,5.4,281.0,5.4,1008.8
2009-01-19 08:26:00,0.0,Y,34.6,1.9,3.6,278.0,5.4,1008.9
2009-01-19 08:27:00,0.0,Y,34.6,2.3,5.4,278.0,7.6,1008.9
2009-01-19 08:28:00,0.0,Y,34.6,2.3,5.4,278.0,7.6,1008.9
2009-01-19 08:29:00,0.0,Y,34.7,2.9,5.4,286.0,5.4,1008.9
2009-01-19 08:30:00,0.0,Y,34.7,3.7,5.4,288.0,5.4,1008.9
2009-01-19 08:31:00,0.0,Y,34.7,4.4,5.4,288.0,7.6,1008.9
2009-01-19 08:32:00,0.0,Y,34.7,4.8,3.6,287.0,5.4,1008.9
2009-01-19 08:33:00,0.0,Y,34.7,5.8,3.6,287.0,5.4,1008.9
2009-01-19 08:34:00,0.0,Y,34.8,5.7,1.8,287.0,3.6,1008.9
2009-01-19 08:35:00,0.0,Y,34.5,3.6,,,,1008.9
2009-01-19 08:36:00,0.0,Y,34.3,1.5,0.0,287.0,0.0,1008.9
2009-01-19 08:37:00,0.0,Y,34.3,1.1,0.0,287.0,0.0,1009.0
2009-01-19 08:38:00,0.0,Y,34.1,1.4,0.0,287.0,0.0,1009.0
2009-01-19 08:39:00,, ,,,,,,
2009-01-19 08:40:00,0.0,Y,34.0,3.6,0.0,287.0,0.0,1009.0
2009-01-19 08:41:00,0.0,Y,34.2,4.4,0.0,287.0,0.0,1009.0
2009-01-19 08:42:00,0.0,Y,34.2,5.4,0.0,287.0,0.0,1009.0
2009-01-19 08:43:00,0.0,Y,34.2,5.8,0.0,287.0,0.0,1009.0
2009-01-19 08:44:00,0.0,Y,34.1,4.9,0.0,287.0,0.0,1009.0
2009-01-19 08:45:00,0.0,Y,34.1,4.9,0.0,287.0,0.0,1009.0
2009-01-19 08:46:00,0.0,Y,34.1,4.9,0.0,287.0,0.0,1009.0
2009-01-19 08:47:00,0.0,Y,34.1,4.5,0.0,287.0,0.0,1009.0
2009-01-19 08:48:00,0.0,Y,34.3,4.9,0.0,287.0,0.0,1009.0
2009-01-19 08:49:00,0.0,Y,34.4,4.8,0.0,287.0,0.0,1009.0
2009-01-19 08:50:00,0.0,Y,34.5,4.3,0.0,287.0,0.0,1009.0
2009-01-19 08:51:00,0.0,Y,34.5,4.3,,,,1009.0
2009-01-19 08:52:00,0.0,Y,34.1,4.1,0.0,287.0,0.0,1009.0
2009-01-19 08:53:00,0.0,Y,34.1,2.6,0.0,287.0,0.0,1009.0
2009-01-19 08:54:00,0.0,Y,34.0,3.2,0.0,287.0,0.0,1009.0
2009-01-19 08:55:00,,F,,,,,,
2009-01-19 08:56:00,,F,33.9,3.7,0.0,287.0,0.0,1009.0
2009-01-19 08:57:00,0.0,Y,33.8,4.6,0.0,287.0,0.0,1009.0
2009-01-19 08:58:00,0.0,Y,33.8,4.9,0.0,287.0,0.0,1009.0
2009-01-19 08:59:00,0.0,Y,33.7,5.7,0.0,287.0,0.0,1009.0
2009-01-19 09:00:00,0.0,Y,33.7,5.7,0.0,287.0,0.0,1009.0
2009-01-19 09:01:00,0.0,Y,33.7,4.3,0.0,287.0,0.0,1009.0
2009-01-19 09:02:00,0.0,Y,33.6,3.0,0.0,263.0,0.0,1009.0
2009-01-19 09:03:00,0.0,Y,33.5,2.4,0.0,153.0,0.0,1009.0
2009-01-19 09:04:00,0.0,Y,33.3,1.9,0.0,155.0,0.0,1009.0
2009-01-19 09:05:00,0.0,Y,33.2,1.7,0.0,155.0,0.0,1009.0
2009-01-19 09:06:00,0.0,Y,33.1,1.4,,,,1009.0
2009-01-19 09:07:00,0.0,Y,33.0,1.1,0.0,162.0,0.0,1009.1
2009-01-19 09:08:00,0.0,Y,32.9,1.3,0.0,163.0,0.0,1009.1
2009-01-19 09:09:00,0.0,Y,32.8,1.1,0.0,163.0,0.0,1009.1
2009-01-19 09:10:00,, ,,,,,,
2009-01-19 09:11:00,0.0,Y,32.7,1.2,0.0,163.0,0.0,1009.1
2009-01-19 09:12:00,0.0,Y,32.6,1.4,0.0,163.0,0.0,1009.1
2009-01-19 09:13:00,0.0,Y,32.5,1.6,3.6,163.0,7.6,1009.1
2009-01-19 09:14:00,0.0,Y,32.4,1.7,5.4,156.0,7.6,1009.1
2009-01-19 09:15:00,0.0,Y,32.3,1.9,,,,1009.1
2009-01-19 09:16:00,0.0,Y,32.1,1.8,5.4,143.0,7.6,1009.1
2009-01-19 09:17:00,0.0,Y,31.9,1.7,7.6,135.0,7.6,1009.2
2009-01-19 09:18:00,0.0,Y,31.8,1.5,5.4,135.0,7.6,1009.1
2009-01-19 09:19:00,0.0,Y,31.8,1.1,5.4,135.0,7.6,1009.2
2009-01-19 09:20:00,0.0,Y,31.8,1.5,5.4,135.0,5.4,1009.2
2009-01-19 09:21:00,0.0,Y,31.8,1.5,5.4,135.0,7.6,1009.2
2009-01-19 09:22:00,0.0,Y,31.8,1.5,5.4,138.0,7.6,1009.2
2009-01-19 09:23:00,0.0,Y,31.8,1.5,5.4,138.0,7.6,1009.2
2009-01-19 09:24:00,0.0,Y,31.9,1.3,5.4,136.0,7.6,1009.2
2009-01-19 09:25:00,0.0,Y,31.9,1.7,5.4,136.0,7.6,1009.2
2009-01-19 09:26:00,,F,,,,,,
2009-01-19 09:27:00,,F,31.8,2.3,5.4,136.0,7.6,1009.3
2009-01-19 09:28:00,0.0,Y,31.5,3.4,5.4,136.0,5.4,
2009-01-19 09:29:00,0.0,Y,31.3,3.7,5.4,136.0,7.6,1009.3
2009-01-19 09:30:00,0.0,Y,31.1,4.7,5.4,136.0,7.6,1009.3
2009-01-19 09:31:00,0.0,Y,30.9,5.3,5.4,133.0,7.6,1009.3
2009-01-19 09:32:00,0.0,Y,31.1,4.0,5.4,133.0,7.6,1009.3
2009-01-19 09:33:00,0.0,Y,31.2,3.2,5.4,133.0,7.6,1009.3
2009-01-19 09:34:00,0.0,Y,31.4,3.2,,,,1009.3
2009-01-19 09:35:00,0.0,Y,31.3,4.1,5.4,133.0,5.4,1009.3
2009-01-19 09:36:00,0.0,Y,31.2,4.9,5.4,133.0,5.4,1009.3
2009-01-19 09:37:00,0.0,Y,31.3,4.8,5.4,132.0,5.4,1009.4
2009-01-19 09:38:00,0.0,Y,31.3,4.8,5.4,133.0,5.4,1009.4
2009-01-19 09:39:00,0.0,Y,31.3,5.1,3.6,132.0,5.4,1009.4
2009-01-19 09:40:00,0.0,Y,31.3,5.8,3.6,133.0,5.4,1009.4
2009-01-19 09:41:00,, ,,,,,,
2009-01-19 09:42:00,0.0,Y,31.2,6.5,3.6,138.0,5.4,1009.4
2009-01-19 09:43:00,0.0,Y,30.6,5.4,5.4,139.0,5.4,1009.4
2009-01-19 09:44:00,0.0,Y,30.6,5.0,5.4,139.0,5.4,1009.4
2009-01-19 09:45:00,0.0,Y,30.6,4.7,5.4,141.0,5.4,1009.4
2009-01-19 09:46:00,0.0,Y,30.7,4.2,5.4,141.0,5.4,1009.4
2009-01-19 09:47:00,0.0,Y,30.7,3.5,5.4,141.0,5.4,1009.4
2009-01-19 09:48:00,0.0,Y,30.7,3.2,3.6,142.0,5.4,1009.4
2009-01-19 09:49:00,0.0,Y,30.8,2.7,3.6,142.0,5.4,1009.4
2009-01-19 09:50:00,0.0,Y,30.9,2.1,3.6,142.0,5.4,1009.4
2009-01-19 09:51:00,0.0,Y,31.1,1.8,3.6,142.0,5.4,1009.4
2009-01-19 09:52:00,0.0,Y,31.2,1.6,3.6,142.0,5.4,1009.4
2009-01-19 09:53:00,0.0,Y,31.1,1.8,3.6,142.0,5.4,1009.4
2009-01-19 09:54:00,0.0,Y,31.1,1.8,3.6,142.0,5.4,1009.4
2009-01-19 09:55:00,0.0,Y,31.1,1.4,3.6,142.0,5.4,1009.4
2009-01-19 09:56:00,0.0,Y,31.0,1.6,3.6,142.0,5.4,1009.4
2009-01-19 09:57:00,,F,,,,,,
2009-01-19 09:58:00,,F,30.7,1.7,5.4,142.0,5.4,1009.4
2009-01-19 09:59:00,0.0,Y,30.6,1.4,5.4,139.0,5.4,1009.4
2009-01-19 10:00:00,0.0,Y,30.3,1.5,5.4,139.0,5.4,1009.4
2009-01-19 10:01:00,0.0,Y,30.2,1.7,5.4,138.0,7.6,1009.4
2009-01-19 10:02:00,0.0,Y,30.0,2.0,5.4,135.0,7.6,1009.4
2009-01-19 10:03:00,0.0,Y,29.8,1.9,5.4,133.0,7.6,1009.4
2009-01-19 10:04:00,0.0,Y,29.8,1.9,5.4,132.0,7.6,1009.3
2009-01-19 10:05:00,0.0,Y,29.8,1.9,7.6,132.0,7.6,1009.3
2009-01-19 10:06:00,0.0,Y,29.8,1.9,7.6,132.0,7.6,1009.3
2009-01-19 10:07:00,0.0,Y,29.7,2.1,7.6,132.0,7.6,1009.3
2009-01-19 10:08:00,0.0,Y,29.7,2.8,7.6,132.0,7.6,1009.4
2009-01-19 10:09:00,0.0,Y,29.6,3.7,7.6,131.0,7.6,1009.4
2009-01-19 10:10:00,0.0,Y,29.5,4.2,7.6,129.0,7.6,1009.4
2009-01-19 10:11:00,0.0,Y,29.5,3.8,7.6,127.0,7.6,1009.4
2009-01-19 10:12:00,, ,,,,,,
2009-01-19 10:13:00,0.0,Y,29.4,4.0,7.6,124.0,7.6,1009.4
2009-01-19 10:14:00,0.0,Y,29.4,4.0,7.6,124.0,7.6,1009.4
2009-01-19 10:15:00,0.0,Y,29.3,4.1,7.6,122.0,7.6,1009.4
2009-01-19 10:16:00,0.0,Y,29.3,4.1,7.6,122.0,7.6,1009.4
2009-01-19 10:17:00,0.0,Y,29.2,4.2,7.6,122.0,7.6,1009.4
2009-01-19 10:18:00,0.0,Y,29.1,4.4,7.6,121.0,7.6,1009.4
2009-01-19 10:19:00,0.0,Y,29.1,4.4,7.6,122.0,7.6,1009.4
2009-01-19 10:20:00,0.0,Y,29.1,4.4,5.4,121.0,7.6,1009.4
2009-01-19 10:21:00,0.0,Y,29.0,4.8,5.4,121.0,7.6,1009.4
2009-01-19 10:22:00,0.0,Y,29.0,4.8,5.4,122.0,7.6,1009.4
2009-01-19 10:23:00,0.0,Y,29.0,4.8,5.4,122.0,7.6,1009.4
2009-01-19 10:24:00,0.0,Y,28.9,5.0,5.4,122.0,7.6,1009.4
2009-01-19 10:25:00,0.0,Y,28.7,5.5,5.4,127.0,7.6,1009.5
2009-01-19 10:26:00,0.0,Y,28.7,5.9,5.4,127.0,7.6,1009.5
2009-01-19 10:27:00,0.0,Y,28.6,6.0,5.4,127.0,7.6,1009.5
2009-01-19 10:28:00,,F,,,,,,
2009-01-19 10:29:00,,F,28.5,6.7,,,,1009.5
2009-01-19 10:30:00,0.0,Y,28.3,5.7,5.4,128.0,7.6,1009.5
2009-01-19 10:31:00,0.0,Y,28.2,4.9,5.4,128.0,7.6,1009.5
2009-01-19 10:32:00,0.0,Y,28.1,5.1,7.6,125.0,7.6,1009.5
2009-01-19 10:33:00,0.0,Y,27.8,4.8,7.6,108.0,9.4,1009.5
2009-01-19 10:34:00,0.0,Y,27.9,3.7,9.4,108.0,9.4,1009.6
2009-01-19 10:35:00,0.0,Y,28.1,3.4,7.6,100.0,9.4,1009.6
2009-01-19 10:36:00,0.0,Y,28.2,3.6,7.6,94.0,9.4,1009.6
2009-01-19 10:37:00,0.0,Y,28.3,3.4,7.6,93.0,9.4,1009.6
2009-01-19 10:38:00,0.0,Y,28.2,3.2,7.6,93.0,9.4,1009.6
2009-01-19 10:39:00,0.0,Y,28.1,3.0,9.4,93.0,9.4,1009.6
2009-01-19 10:40:00,0.0,Y,28.0,2.8,7.6,84.0,9.4,1009.6
2009-01-19 10:41:00,0.0,Y,27.9,3.3,7.6,84.0,9.4,1009.6
