,prec[mm],q_prec,ta[C],td[C],ws[km/h],wd[deg],max_ws[km/h],mslp[hPa]
2017-02-16 10:33:00,0.0,Y,26.3,9.6,7.6,19.0,7.6,1010.0
2017-02-16 10:34:00,0.0,Y,26.3,9.6,7.6,29.0,7.6,1010.1
2017-02-16 10:35:00,0.0,Y,26.3,9.6,7.6,35.0,7.6,1010.1
2017-02-16 10:36:00,0.0,Y,26.5,9.8,7.6,22.0,7.6,1010.1
2017-02-16 10:37:00,0.0,Y,26.6,9.9,5.4,0.0,7.6,1010.1
2017-02-16 10:38:00,0.0,Y,26.7,10.0,7.6,0.0,7.6,1010.1
2017-02-16 10:39:00,0.0,Y,26.6,10.3,5.4,341.0,7.6,1010.1
2017-02-16 10:40:00,0.0,Y,26.5,10.2,7.6,354.0,7.6,1010.1
2017-02-16 10:41:00,0.0,Y,26.3,10.0,7.6,357.0,7.6,1010.1
2017-02-16 10:42:00,0.0,Y,26.2,10.4,5.4,357.0,7.6,1010.2
2017-02-16 10:43:00,0.0,Y,26.0,10.2,5.4,359.0,5.4,1010.2
2017-02-16 10:44:00,0.0,Y,25.9,10.1,5.4,1.0,5.4,1010.2
2017-02-16 10:45:00,0.0,Y,25.8,10.0,5.4,3.0,5.4,1010.2
2017-02-16 10:46:00,0.0,Y,25.8,10.0,5.4,355.0,7.6,1010.2
2017-02-16 10:47:00,0.0,Y,25.7,10.3,5.4,334.0,7.6,1010.2
2017-02-16 10:48:00,0.0,Y,25.7,10.3,7.6,334.0,9.4,1010.3
2017-02-16 10:49:00,0.0,Y,25.6,10.2,9.4,335.0,9.4,1010.3
2017-02-16 10:50:00,0.0,Y,25.7,10.3,7.6,340.0,9.4,1010.3
2017-02-16 10:51:00,0.0,Y,25.6,10.2,7.6,340.0,9.4,1010.3
2017-02-16 10:52:00,0.0,Y,25.6,10.2,7.6,340.0,9.4,1010.3
2017-02-16 10:53:00,0.0,Y,25.6,10.2,7.6,341.0,7.6,1010.3
2017-02-16 10:54:00,0.0,Y,25.6,10.2,5.4,341.0,7.6,1010.3
2017-02-16 10:55:00,0.0,Y,25.6,10.2,5.4,341.0,7.6,1010.3
2017-02-16 10:56:00,0.0,Y,25.6,10.2,5.4,344.0,7.6,1010.3
2017-02-16 10:57:00,0.0,Y,25.6,10.2,5.4,358.0,5.4,1010.3
2017-02-16 10:58:00,0.0,Y,25.5,10.1,5.4,0.0,7.6,1010.3
2017-02-16 10:59:00,0.0,Y,25.5,10.1,5.4,358.0,7.6,1010.3
2017-02-16 11:00:00,0.0,Y,25.5,10.1,5.4,358.0,7.6,1010.3
2017-02-16 11:01:00,0.0,Y,25.5,10.1,5.4,359.0,5.4,1010.3
2017-02-16 11:02:00,0.0,Y,25.6,10.2,5.4,0.0,5.4,1010.3
2017-02-16 11:03:00,0.0,Y,25.6,10.2,5.4,0.0,5.4,1010.3
2017-02-16 11:04:00,0.0,Y,25.7,10.3,5.4,0.0,5.4,1010.3
2017-02-16 11:05:00,0.0,Y,25.6,10.2,3.6,0.0,5.4,1010.3
2017-02-16 11:06:00,0.0,Y,25.6,10.2,0.0,344.0,1.8,1010.3
2017-02-16 11:07:00,0.0,Y,25.5,10.1,0.0,338.0,0.0,1010.4
2017-02-16 11:08:00,0.0,Y,25.3,10.0,0.0,311.0,0.0,1010.4
2017-02-16 11:09:00,0.0,Y,25.3,10.0,0.0,297.0,0.0,1010.4
2017-02-16 11:10:00,0.0,Y,25.2,9.9,0.0,288.0,0.0,1010.4
2017-02-16 11:11:00,0.0,Y,25.1,9.8,0.0,281.0,5.4,1010.4
2017-02-16 11:12:00,0.0,Y,25.0,10.1,5.4,273.0,7.6,1010.4
2017-02-16 11:13:00,0.0,Y,24.9,10.0,7.6,265.0,7.6,1010.4
2017-02-16 11:14:00,0.0,Y,24.9,10.0,5.4,265.0,5.4,1010.4
2017-02-16 11:15:00,0.0,Y,24.9,10.0,5.4,269.0,7.6,1010.4
2017-02-16 11:16:00,0.0,Y,24.8,9.9,7.6,271.0,7.6,1010.5
2017-02-16 11:17:00,0.0,Y,24.8,9.9,7.6,274.0,7.6,1010.5
2017-02-16 11:18:00,0.0,Y,24.7,10.2,5.4,281.0,7.6,1010.5
2017-02-16 11:19:00,0.0,Y,24.7,10.2,3.6,285.0,5.4,1010.5
2017-02-16 11:20:00,0.0,Y,24.8,10.3,1.8,286.0,3.6,1010.4
2017-02-16 11:21:00,0.0,Y,24.7,10.2,0.0,287.0,1.8,1010.4
2017-02-16 11:22:00,0.0,Y,24.7,10.2,0.0,295.0,0.0,1010.4
2017-02-16 11:23:00,0.0,Y,24.7,10.2,0.0,298.0,0.0,1010.4
2017-02-16 11:24:00,0.0,Y,24.7,10.2,0.0,301.0,0.0,1010.4
2017-02-16 11:25:00,0.0,Y,24.8,10.3,0.0,301.0,0.0,1010.4
2017-02-16 11:26:00,0.0,Y,25.1,10.6,0.0,301.0,0.0,1010.4
2017-02-16 11:27:00,0.0,Y,25.3,10.4,0.0,301.0,0.0,1010.4
2017-02-16 11:28:00,0.0,Y,25.5,10.5,0.0,301.0,0.0,1010.4
2017-02-16 11:29:00,0.0,Y,25.6,10.2,0.0,301.0,0.0,1010.4
2017-02-16 11:30:00,0.0,Y,25.8,10.4,0.0,301.0,0.0,1010.4
2017-02-16 11:31:00,0.0,Y,25.9,10.5,0.0,301.0,0.0,1010.4
2017-02-16 11:32:00,0.0,Y,25.9,10.5,0.0,301.0,0.0,1010.4
2017-02-16 11:33:00,0.0,Y,25.8,10.0,0.0,301.0,0.0,1010.4
2017-02-16 11:34:00,0.0,Y,26.0,10.2,0.0,301.0,0.0,1010.4
2017-02-16 11:35:00,0.0,Y,26.0,10.2,0.0,301.0,0.0,1010.4
2017-02-16 11:36:00,0.0,Y,26.2,10.0,0.0,301.0,0.0,1010.4
2017-02-16 11:37:00,0.0,Y,26.4,9.7,0.0,301.0,0.0,1010.4
2017-02-16 11:38:00,0.0,Y,26.5,9.8,0.0,301.0,0.0,1010.4
2017-02-16 11:39:00,0.0,Y,26.5,9.8,0.0,301.0,0.0,1010.4
2017-02-16 11:40:00,0.0,Y,26.5,9.8,0.0,323.0,0.0,1010.4
2017-02-16 11:41:00,0.0,Y,26.5,9.4,0.0,336.0,0.0,1010.4
2017-02-16 11:42:00,0.0,Y,26.7,9.5,0.0,336.0,0.0,1010.4
2017-02-16 11:43:00,0.0,Y,26.4,10.1,0.0,336.0,0.0,1010.4
2017-02-16 11:44:00,0.0,Y,26.1,9.9,0.0,336.0,0.0,1010.4
2017-02-16 11:45:00,0.0,Y,25.8,9.6,0.0,336.0,0.0,1010.4
2017-02-16 11:46:00,0.0,Y,25.6,9.4,0.0,336.0,0.0,1010.4
2017-02-16 11:47:00,0.0,Y,25.5,8.9,0.0,336.0,0.0,1010.4
2017-02-16 11:48:00,0.0,Y,25.7,9.1,0.0,336.0,0.0,1010.4
2017-02-16 11:49:00,0.0,Y,26.0,9.4,0.0,336.0,0.0,1010.4
2017-02-16 11:50:00,0.0,Y,26.1,9.0,0.0,336.0,0.0,1010.4
2017-02-16 11:51:00,0.0,Y,26.1,9.0,0.0,336.0,0.0,1010.4
2017-02-16 11:52:00,0.0,Y,26.3,9.2,0.0,336.0,0.0,1010.4
2017-02-16 11:53:00,0.0,Y,26.3,9.2,0.0,336.0,0.0,1010.4
2017-02-16 11:54:00,0.0,Y,26.2,9.1,0.0,336.0,0.0,1010.4
2017-02-16 11:55:00,0.0,Y,26.3,9.2,0.0,336.0,0.0,1010.4
2017-02-16 11:56:00,0.0,Y,26.4,9.3,0.0,336.0,0.0,1010.4
2017-02-16 11:57:00,0.0,Y,26.5,9.4,0.0,336.0,0.0,1010.4
2017-02-16 11:58:00,0.0,Y,26.5,9.4,0.0,355.0,0.0,1010.4
2017-02-16 11:59:00,0.0,Y,26.6,9.5,0.0,7.0,0.0,1010.4
2017-02-16 12:00:00,0.0,Y,26.6,9.5,0.0,49.0,0.0,1010.4
2017-02-16 12:01:00,0.0,Y,26.3,9.2,0.0,75.0,0.0,1010.4
2017-02-16 12:02:00,0.0,Y,25.6,9.4,0.0,142.0,0.0,1010.4
2017-02-16 12:03:00,0.0,Y,24.9,9.2,5.4,142.0,7.6,1010.5
2017-02-16 12:04:00,0.0,Y,24.5,9.3,7.6,142.0,7.6,1010.4
2017-02-16 12:05:00,0.0,Y,24.3,9.5,7.6,145.0,7.6,1010.4
2017-02-16 12:06:00,0.0,Y,24.2,9.8,7.6,147.0,7.6,1010.4
2017-02-16 12:07:00,0.0,Y,24.1,9.7,7.6,146.0,7.6,1010.4
2017-02-16 12:08:00,0.0,Y,24.0,9.6,9.4,148.0,9.4,1010.4
2017-02-16 12:09:00,0.0,Y,24.0,9.9,9.4,146.0,9.4,1010.4
2017-02-16 12:10:00,0.0,Y,24.0,9.9,9.4,146.0,9.4,1010.3
2017-02-16 12:11:00,0.0,Y,23.9,9.9,7.6,145.0,9.4,1010.3
2017-02-16 12:12:00,0.0,Y,23.9,10.2,9.4,150.0,9.4,1010.3
2017-02-16 12:13:00,0.0,Y,23.8,10.1,9.4,149.0,9.4,1010.3
2017-02-16 12:14:00,0.0,Y,23.8,10.5,9.4,149.0,9.4,1010.3
2017-02-16 12:15:00,0.0,Y,23.9,10.6,11.2,150.0,11.2,1010.3
2017-02-16 12:16:00,0.0,Y,23.9,10.6,11.2,150.0,11.2,1010.3
2017-02-16 12:17:00,0.0,Y,23.9,10.6,9.4,148.0,9.4,1010.3
2017-02-16 12:18:00,0.0,Y,24.0,10.7,9.4,148.0,9.4,1010.3
2017-02-16 12:19:00,0.0,Y,24.0,10.7,9.4,150.0,11.2,1010.3
2017-02-16 12:20:00,0.0,Y,24.0,10.7,11.2,149.0,13.0,1010.3
2017-02-16 12:21:00,0.0,Y,24.0,10.7,11.2,149.0,13.0,1010.4
2017-02-16 12:22:00,0.0,Y,24.0,10.7,11.2,149.0,11.2,1010.4
2017-02-16 12:23:00,0.0,Y,24.0,10.7,9.4,149.0,11.2,1010.4
2017-02-16 12:24:00,0.0,Y,24.0,10.7,9.4,149.0,11.2,1010.4
2017-02-16 12:25:00,0.0,Y,24.1,10.7,9.4,148.0,11.2,1010.4
2017-02-16 12:26:00,0.0,Y,24.1,10.7,11.2,149.0,11.2,1010.4
2017-02-16 12:27:00,0.0,Y,24.1,10.7,11.2,153.0,13.0,1010.4
2017-02-16 12:28:00,0.0,Y,24.1,10.7,11.2,156.0,13.0,1010.4
2017-02-16 12:29:00,0.0,Y,24.1,10.7,11.2,154.0,11.2,1010.4
2017-02-16 12:30:00,0.0,Y,24.0,10.7,13.0,152.0,13.0,1010.4
2017-02-16 12:31:00,0.0,Y,24.0,10.7,13.0,153.0,14.8,1010.4
2017-02-16 12:32:00,0.0,Y,23.9,10.6,14.8,152.0,14.8,1010.4
2017-02-16 12:33:00,0.0,Y,23.8,10.8,13.0,149.0,14.8,1010.4
2017-02-16 12:34:00,0.0,Y,23.7,10.7,11.2,147.0,13.0,1010.5
2017-02-16 12:35:00,0.0,Y,23.5,10.6,13.0,142.0,13.0,1010.5
2017-02-16 12:36:00,0.0,Y,23.3,10.7,14.8,141.0,14.8,1010.5
2017-02-16 12:37:00,0.0,Y,23.4,10.8,14.8,143.0,14.8,1010.5
2017-02-16 12:38:00,0.0,Y,23.3,11.0,13.0,144.0,14.8,1010.5
2017-02-16 12:39:00,0.0,Y,23.3,11.0,11.2,146.0,13.0,1010.5
2017-02-16 12:40:00,0.0,Y,23.4,11.1,14.8,152.0,14.8,1010.5
2017-02-16 12:41:00,0.0,Y,23.4,11.5,14.8,150.0,14.8,1010.5
2017-02-16 12:42:00,0.0,Y,23.4,11.5,14.8,156.0,14.8,1010.5
2017-02-16 12:43:00,0.0,Y,23.4,11.5,14.8,164.0,14.8,1010.5
2017-02-16 12:44:00,0.0,Y,23.4,11.5,14.8,163.0,14.8,1010.5
2017-02-16 12:45:00,0.0,Y,23.3,11.4,14.8,159.0,14.8,1010.5
2017-02-16 12:46:00,0.0,Y,23.3,11.4,13.0,160.0,14.8,1010.5
2017-02-16 12:47:00,0.0,Y,23.3,11.4,14.8,161.0,14.8,1010.5
2017-02-16 12:48:00,0.0,Y,23.3,11.4,14.8,163.0,14.8,1010.5
2017-02-16 12:49:00,0.0,Y,23.3,11.4,14.8,165.0,14.8,1010.6
2017-02-16 12:50:00,0.0,Y,23.3,11.4,13.0,167.0,14.8,1010.6
2017-02-16 12:51:00,0.0,Y,23.3,11.4,14.8,165.0,14.8,1010.6
2017-02-16 12:52:00,0.0,Y,23.2,11.6,14.8,165.0,14.8,1010.6
2017-02-16 12:53:00,0.0,Y,23.2,11.6,14.8,166.0,14.8,1010.6
2017-02-16 12:54:00,0.0,Y,23.2,11.6,14.8,169.0,16.6,1010.6
2017-02-16 12:55:00,0.0,Y,23.3,11.7,14.8,168.0,16.6,1010.6
2017-02-16 12:56:00,0.0,Y,23.3,11.7,14.8,170.0,14.8,1010.6
2017-02-16 12:57:00,0.0,Y,23.4,11.8,16.6,172.0,16.6,1010.6
2017-02-16 12:58:00,0.0,Y,23.4,11.8,14.8,173.0,16.6,1010.6
2017-02-16 12:59:00,0.0,Y,23.5,11.9,14.8,173.0,16.6,1010.6
2017-02-16 13:00:00,0.0,Y,23.5,11.9,14.8,175.0,16.6,1010.7
2017-02-16 13:01:00,0.0,Y,23.5,11.9,14.8,175.0,16.6,1010.7
2017-02-16 13:02:00,0.0,Y,23.5,11.5,14.8,173.0,16.6,1010.7
2017-02-16 13:03:00,0.0,Y,23.6,12.0,16.6,171.0,16.6,1010.7
2017-02-16 13:04:00,0.0,Y,23.6,12.0,16.6,171.0,16.6,1010.7
2017-02-16 13:05:00,0.0,Y,23.5,11.9,16.6,169.0,16.6,1010.7
2017-02-16 13:06:00,0.0,Y,23.5,11.9,16.6,169.0,16.6,1010.6
2017-02-16 13:07:00,0.0,Y,23.4,11.8,16.6,169.0,16.6,1010.6
2017-02-16 13:08:00,0.0,Y,23.4,11.8,16.6,167.0,16.6,1010.6
2017-02-16 13:09:00,0.0,Y,23.4,11.8,16.6,165.0,18.4,1010.6
2017-02-16 13:10:00,0.0,Y,23.3,11.7,16.6,162.0,16.6,1010.6
2017-02-16 13:11:00,0.0,Y,23.2,11.6,16.6,162.0,16.6,1010.6
2017-02-16 13:12:00,0.0,Y,23.2,11.6,16.6,161.0,18.4,1010.6
2017-02-16 13:13:00,0.0,Y,23.2,11.6,16.6,163.0,16.6,1010.6
2017-02-16 13:14:00,0.0,Y,23.2,11.6,16.6,163.0,16.6,1010.6
2017-02-16 13:15:00,0.0,Y,23.2,11.6,16.6,165.0,16.6,1010.6
2017-02-16 13:16:00,0.0,Y,23.2,11.6,16.6,167.0,16.6,1010.6
2017-02-16 13:17:00,0.0,Y,23.2,11.6,14.8,170.0,16.6,1010.7
2017-02-16 13:18:00,0.0,Y,23.2,11.6,14.8,172.0,16.6,1010.7
2017-02-16 13:19:00,0.0,Y,23.1,11.5,14.8,171.0,16.6,1010.7
2017-02-16 13:20:00,0.0,Y,23.1,11.5,16.6,170.0,16.6,1010.7
2017-02-16 13:21:00,0.0,Y,23.2,11.6,14.8,171.0,16.6,1010.7
2017-02-16 13:22:00,0.0,Y,23.2,11.6,14.8,172.0,16.6,1010.7
2017-02-16 13:23:00,0.0,Y,23.2,11.6,16.6,172.0,16.6,1010.7
2017-02-16 13:24:00,0.0,Y,23.2,11.6,16.6,171.0,16.6,1010.7
2017-02-16 13:25:00,0.0,Y,23.2,11.6,16.6,170.0,16.6,1010.7
2017-02-16 13:26:00,0.0,Y,23.2,11.6,16.6,169.0,16.6,1010.7
2017-02-16 13:27:00,0.0,Y,23.2,11.6,16.6,170.0,16.6,1010.7
2017-02-16 13:28:00,0.0,Y,23.2,11.6,16.6,170.0,16.6,1010.7
2017-02-16 13:29:00,0.0,Y,23.2,11.6,16.6,168.0,16.6,1010.7
2017-02-16 13:30:00,0.0,Y,23.2,11.6,14.8,168.0,16.6,1010.7
2017-02-16 13:31:00,0.0,Y,23.2,11.6,14.8,169.0,16.6,1010.7
2017-02-16 13:32:00,0.0,Y,23.2,11.6,14.8,168.0,16.6,1010.7
2017-02-16 13:33:00,0.0,Y,23.2,11.6,14.8,168.0,16.6,1010.7
2017-02-16 13:34:00,0.0,Y,23.2,11.6,14.8,171.0,14.8,1010.7
2017-02-16 13:35:00,0.0,Y,23.2,11.6,14.8,169.0,14.8,1010.7
2017-02-16 13:36:00,0.0,Y,23.1,11.5,14.8,168.0,14.8,1010.7
2017-02-16 13:37:00,0.0,Y,23.1,11.5,14.8,167.0,14.8,1010.7
2017-02-16 13:38:00,0.0,Y,23.0,11.4,14.8,170.0,14.8,1010.9
2017-02-16 13:39:00,0.0,Y,23.0,11.4,14.8,171.0,14.8,1010.9
2017-02-16 13:40:00,0.0,Y,23.0,11.4,14.8,170.0,14.8,1010.9
2017-02-16 13:41:00,0.0,Y,23.0,11.4,14.8,168.0,14.8,1010.9
2017-02-16 13:42:00,0.0,Y,23.0,11.4,14.8,169.0,14.8,1010.9
2017-02-16 13:43:00,0.0,Y,23.1,11.5,14.8,171.0,14.8,1010.9
2017-02-16 13:44:00,0.0,Y,23.1,11.5,14.8,167.0,16.6,1010.7
2017-02-16 13:45:00,0.0,Y,23.1,11.5,14.8,169.0,16.6,1010.7
2017-02-16 13:46:00,0.0,Y,23.0,11.4,14.8,171.0,16.6,1010.7
2017-02-16 13:47:00,0.0,Y,22.9,11.3,13.0,167.0,14.8,1010.7
2017-02-16 13:48:00,0.0,Y,22.9,11.6,13.0,171.0,14.8,1010.7
2017-02-16 13:49:00,0.0,Y,22.9,11.6,13.0,168.0,14.8,1010.7
2017-02-16 13:50:00,0.0,Y,22.9,11.6,13.0,171.0,14.8,1010.7
2017-02-16 13:51:00,0.0,Y,22.9,11.6,13.0,171.0,14.8,1010.7
2017-02-16 13:52:00,0.0,Y,22.9,11.6,13.0,171.0,14.8,1010.7
2017-02-16 13:53:00,0.0,Y,22.9,11.6,14.8,171.0,14.8,1010.7
2017-02-16 13:54:00,0.0,Y,22.8,11.5,14.8,169.0,14.8,1010.7
2017-02-16 13:55:00,0.0,Y,22.8,11.5,14.8,170.0,14.8,1010.7
2017-02-16 13:56:00,0.0,Y,22.8,11.5,13.0,170.0,14.8,1010.7
2017-02-16 13:57:00,0.0,Y,22.8,11.5,13.0,171.0,14.8,1010.7
2017-02-16 13:58:00,0.0,Y,22.7,11.4,14.8,171.0,14.8,1010.7
2017-02-16 13:59:00,0.0,Y,22.8,11.5,13.0,172.0,14.8,1010.7
2017-02-16 14:00:00,0.0,Y,22.8,11.5,14.8,171.0,14.8,1010.7
2017-02-16 14:01:00,0.0,Y,22.7,11.4,14.8,172.0,14.8,1010.7
2017-02-16 14:02:00,0.0,Y,22.7,11.4,14.8,173.0,14.8,1010.7
2017-02-16 14:03:00,0.0,Y,22.7,11.4,14.8,172.0,14.8,1010.7
2017-02-16 14:04:00,0.0,Y,22.7,11.7,14.8,171.0,14.8,1010.7
2017-02-16 14:05:00,0.0,Y,22.6,11.7,14.8,171.0,16.6,1010.7
2017-02-16 14:06:00,0.0,Y,22.6,11.7,14.8,171.0,16.6,1010.7
2017-02-16 14:07:00,0.0,Y,22.6,11.7,14.8,171.0,16.6,1010.7
2017-02-16 14:08:00,0.0,Y,22.5,11.6,14.8,170.0,16.6,1010.7
2017-02-16 14:09:00,0.0,Y,22.6,11.7,14.8,173.0,16.6,1010.7
2017-02-16 14:10:00,0.0,Y,22.6,11.7,14.8,173.0,16.6,1010.7
2017-02-16 14:11:00,0.0,Y,22.6,12.0,14.8,173.0,14.8,1010.7
2017-02-16 14:12:00,0.0,Y,22.6,12.0,14.8,174.0,14.8,1010.7
2017-02-16 14:13:00,0.0,Y,22.6,12.0,14.8,173.0,14.8,1010.7
2017-02-16 14:14:00,0.0,Y,22.6,12.0,14.8,174.0,14.8,1010.7
2017-02-16 14:15:00,0.0,Y,22.5,11.9,14.8,171.0,14.8,1010.7
2017-02-16 14:16:00,0.0,Y,22.5,11.9,14.8,172.0,14.8,1010.7
2017-02-16 14:17:00,0.0,Y,22.5,11.9,14.8,171.0,14.8,1010.7
2017-02-16 14:18:00,0.0,Y,22.5,11.9,14.8,171.0,14.8,1010.7
2017-02-16 14:19:00,0.0,Y,22.5,11.9,13.0,171.0,14.8,1010.7
2017-02-16 14:20:00,0.0,Y,22.5,11.9,13.0,171.0,13.0,1010.9
2017-02-16 14:21:00,0.0,Y,22.6,12.0,13.0,171.0,14.8,1010.9
2017-02-16 14:22:00,0.0,Y,22.5,12.2,13.0,171.0,14.8,1010.9
2017-02-16 14:23:00,0.0,Y,22.5,11.9,13.0,172.0,13.0,1010.9
2017-02-16 14:24:00,0.0,Y,22.5,12.2,13.0,173.0,14.8,1010.7
2017-02-16 14:25:00,0.0,Y,22.5,12.2,13.0,173.0,14.8,1010.7
2017-02-16 14:26:00,0.0,Y,22.5,12.2,13.0,173.0,14.8,1010.7
2017-02-16 14:27:00,0.0,Y,22.6,12.3,13.0,174.0,13.0,1010.7
2017-02-16 14:28:00,0.0,Y,22.7,12.3,13.0,175.0,14.8,1010.7
2017-02-16 14:29:00,0.0,Y,22.8,12.4,13.0,175.0,14.8,1010.7
2017-02-16 14:30:00,0.0,Y,22.9,12.8,13.0,178.0,13.0,1010.7
2017-02-16 14:31:00,0.0,Y,23.0,12.9,13.0,177.0,13.0,1010.7
2017-02-16 14:32:00,0.0,Y,23.1,13.0,13.0,177.0,13.0,1010.7
2017-02-16 14:33:00,0.0,Y,23.1,13.0,13.0,177.0,13.0,1010.7
2017-02-16 14:34:00,0.0,Y,23.1,13.0,13.0,177.0,13.0,1010.7
2017-02-16 14:35:00,0.0,Y,23.1,12.7,13.0,177.0,13.0,1010.7
2017-02-16 14:36:00,0.0,Y,23.1,12.7,13.0,175.0,14.8,1010.7
2017-02-16 14:37:00,0.0,Y,23.0,12.6,13.0,173.0,14.8,1010.7
2017-02-16 14:38:00,0.0,Y,23.0,12.6,13.0,174.0,14.8,1010.7
2017-02-16 14:39:00,0.0,Y,23.0,12.6,13.0,173.0,14.8,1010.7
2017-02-16 14:40:00,0.0,Y,22.9,12.5,13.0,173.0,14.8,1010.7
2017-02-16 14:41:00,0.0,Y,22.9,12.5,14.8,173.0,14.8,1010.7
2017-02-16 14:42:00,0.0,Y,22.8,12.4,14.8,172.0,14.8,1010.7
2017-02-16 14:43:00,0.0,Y,22.8,12.7,14.8,172.0,14.8,1010.6
2017-02-16 14:44:00,0.0,Y,22.8,12.7,14.8,171.0,14.8,1010.6
2017-02-16 14:45:00,0.0,Y,22.7,12.6,14.8,171.0,14.8,1010.6
2017-02-16 14:46:00,0.0,Y,22.8,12.7,14.8,173.0,14.8,1010.6
2017-02-16 14:47:00,0.0,Y,22.8,12.7,14.8,173.0,14.8,1010.6
2017-02-16 14:48:00,0.0,Y,22.8,12.7,13.0,174.0,14.8,1010.6
2017-02-16 14:49:00,0.0,Y,22.7,12.6,13.0,175.0,14.8,1010.6
2017-02-16 14:50:00,0.0,Y,22.7,12.6,14.8,174.0,14.8,1010.6
2017-02-16 14:51:00,0.0,Y,22.6,12.5,14.8,174.0,14.8,1010.6
2017-02-16 14:52:00,0.0,Y,22.5,12.7,14.8,175.0,14.8,1010.6
2017-02-16 14:53:00,0.0,Y,22.4,12.6,14.8,175.0,14.8,1010.6
2017-02-16 14:54:00,0.0,Y,22.4,12.6,14.8,174.0,14.8,1010.6
2017-02-16 14:55:00,0.0,Y,22.3,12.5,14.8,173.0,14.8,1010.6
2017-02-16 14:56:00,0.0,Y,22.3,12.8,14.8,173.0,14.8,1010.6
2017-02-16 14:57:00,0.0,Y,22.3,12.8,14.8,173.0,14.8,1010.6
2017-02-16 14:58:00,0.0,Y,22.3,12.8,14.8,172.0,14.8,1010.5
2017-02-16 14:59:00,0.0,Y,22.3,12.8,14.8,173.0,14.8,1010.5
2017-02-16 15:00:00,0.0,Y,22.4,12.9,14.8,173.0,14.8,1010.5
2017-02-16 15:01:00,0.0,Y,22.4,12.9,14.8,173.0,14.8,1010.5
2017-02-16 15:02:00,0.0,Y,22.4,12.9,14.8,173.0,14.8,1010.5
2017-02-16 15:03:00,0.0,Y,22.3,12.8,14.8,173.0,14.8,1010.5
2017-02-16 15:04:00,0.0,Y,22.2,12.7,14.8,171.0,16.6,1010.5
2017-02-16 15:05:00,0.0,Y,22.2,12.7,14.8,172.0,14.8,1010.5
2017-02-16 15:06:00,0.0,Y,22.1,12.6,14.8,173.0,14.8,1010.5
2017-02-16 15:07:00,0.0,Y,22.1,12.9,14.8,173.0,14.8,1010.5
2017-02-16 15:08:00,0.0,Y,22.0,12.8,14.8,175.0,14.8,1010.5
2017-02-16 15:09:00,0.0,Y,22.1,12.9,13.0,177.0,14.8,1010.5
2017-02-16 15:10:00,0.0,Y,22.1,12.9,13.0,178.0,13.0,1010.5
2017-02-16 15:11:00,0.0,Y,22.1,12.9,13.0,180.0,13.0,1010.5
2017-02-16 15:12:00,0.0,Y,22.1,12.9,13.0,178.0,13.0,1010.5
2017-02-16 15:13:00,0.0,Y,22.2,13.0,13.0,176.0,13.0,1010.5
2017-02-16 15:14:00,0.0,Y,22.2,13.0,13.0,175.0,13.0,1010.5
2017-02-16 15:15:00,0.0,Y,22.2,13.0,13.0,177.0,13.0,1010.5
2017-02-16 15:16:00,0.0,Y,22.2,13.0,13.0,176.0,13.0,1010.5
2017-02-16 15:17:00,0.0,Y,22.2,13.0,13.0,174.0,13.0,1010.4
2017-02-16 15:18:00,0.0,Y,22.1,13.2,13.0,175.0,13.0,1010.4
2017-02-16 15:19:00,0.0,Y,22.1,13.2,11.2,175.0,13.0,1010.4
2017-02-16 15:20:00,0.0,Y,22.0,13.1,11.2,177.0,11.2,1010.5
2017-02-16 15:21:00,0.0,Y,21.3,11.9,7.6,184.0,9.4,1010.5
2017-02-16 15:22:00,0.0,Y,21.1,11.7,1.8,306.0,5.4,1010.5
2017-02-16 15:23:00,0.0,Y,20.8,11.7,3.6,288.0,5.4,1010.5
2017-02-16 15:24:00,0.0,Y,20.4,11.6,1.8,268.0,3.6,1010.5
2017-02-16 15:25:00,0.0,Y,20.2,11.7,0.0,263.0,1.8,1010.5
2017-02-16 15:26:00,0.0,Y,20.1,11.6,0.0,239.0,1.8,1010.5
2017-02-16 15:27:00,0.0,Y,20.1,11.8,0.0,215.0,0.0,1010.5
2017-02-16 15:28:00,0.0,Y,20.0,11.7,0.0,211.0,0.0,1010.5
2017-02-16 15:29:00,0.0,Y,20.0,12.0,0.0,206.0,0.0,1010.5
2017-02-16 15:30:00,0.0,Y,19.9,11.9,0.0,218.0,0.0,1010.5
2017-02-16 15:31:00,0.0,Y,19.9,12.2,0.0,212.0,0.0,1010.5
2017-02-16 15:32:00,0.0,Y,20.0,12.3,5.4,194.0,7.6,1010.5
2017-02-16 15:33:00,0.0,Y,20.0,12.3,7.6,196.0,7.6,1010.5
2017-02-16 15:34:00,0.0,Y,20.0,12.3,5.4,209.0,7.6,1010.5
2017-02-16 15:35:00,0.0,Y,20.0,12.5,5.4,211.0,7.6,1010.5
2017-02-16 15:36:00,0.0,Y,20.0,12.5,5.4,208.0,7.6,1010.5
2017-02-16 15:37:00,0.0,Y,19.9,12.4,5.4,196.0,7.6,1010.5
2017-02-16 15:38:00,0.0,Y,19.8,12.3,1.8,210.0,5.4,1010.5
2017-02-16 15:39:00,0.0,Y,19.8,12.3,0.0,267.0,0.0,1010.5
2017-02-16 15:40:00,0.0,Y,19.8,12.3,0.0,272.0,0.0,1010.5
2017-02-16 15:41:00,0.0,Y,19.8,12.6,0.0,269.0,0.0,1010.5
