,prec[mm],q_prec,ta[C],td[C],ws[km/h],wd[deg],max_ws[km/h],mslp[hPa]
2017-02-16 05:24:00,0.0,Y,34.1,8.7,13.0,295.0,14.8,1008.8
2017-02-16 05:25:00,0.0,Y,34.2,8.8,11.2,299.0,13.0,1008.8
2017-02-16 05:26:00,0.0,Y,34.2,8.8,11.2,313.0,13.0,1008.8
2017-02-16 05:27:00,0.0,Y,34.0,8.6,11.2,318.0,13.0,1008.8
2017-02-16 05:28:00,0.0,Y,33.8,9.1,11.2,306.0,13.0,1008.8
2017-02-16 05:29:00,0.0,Y,33.8,9.1,9.4,287.0,11.2,1008.8
2017-02-16 05:30:00,0.0,Y,34.0,9.3,11.2,286.0,13.0,1008.8
2017-02-16 05:31:00,0.0,Y,34.0,8.6,9.4,296.0,11.2,1008.8
2017-02-16 05:32:00,0.0,Y,33.9,8.5,5.4,306.0,7.6,1008.8
2017-02-16 05:33:00,0.0,Y,33.9,8.5,7.6,236.0,9.4,1008.8
2017-02-16 05:34:00,0.0,Y,34.0,9.3,13.0,246.0,14.8,1008.8
2017-02-16 05:35:00,0.0,Y,34.0,8.6,13.0,254.0,14.8,1008.8
2017-02-16 05:36:00,0.0,Y,33.9,8.5,9.4,262.0,11.2,1008.8
2017-02-16 05:37:00,0.0,Y,33.8,8.4,11.2,259.0,13.0,1008.8
2017-02-16 05:38:00,0.0,Y,33.9,8.5,9.4,254.0,9.4,1008.8
2017-02-16 05:39:00,0.0,Y,33.7,8.3,9.4,233.0,11.2,1008.8
2017-02-16 05:40:00,0.0,Y,33.8,8.4,9.4,235.0,11.2,1008.8
2017-02-16 05:41:00,0.0,Y,34.1,8.7,7.6,242.0,9.4,1008.8
2017-02-16 05:42:00,0.0,Y,34.3,9.5,7.6,260.0,9.4,1008.7
2017-02-16 05:43:00,0.0,Y,34.5,9.0,3.6,304.0,5.4,1008.7
2017-02-16 05:44:00,0.0,Y,34.7,9.2,1.8,275.0,5.4,1008.7
2017-02-16 05:45:00,0.0,Y,35.2,9.6,7.6,248.0,11.2,1008.7
2017-02-16 05:46:00,0.0,Y,35.0,9.4,11.2,209.0,13.0,1008.7
2017-02-16 05:47:00,0.0,Y,34.7,8.4,7.6,211.0,11.2,1008.7
2017-02-16 05:48:00,0.0,Y,34.5,8.3,7.6,181.0,9.4,1008.7
2017-02-16 05:49:00,0.0,Y,34.5,9.0,3.6,193.0,11.2,1008.7
2017-02-16 05:50:00,0.0,Y,35.0,9.4,13.0,262.0,16.6,1008.7
2017-02-16 05:51:00,0.0,Y,34.7,8.4,11.2,274.0,14.8,1008.7
2017-02-16 05:52:00,0.0,Y,34.7,9.2,7.6,279.0,9.4,1008.7
2017-02-16 05:53:00,0.0,Y,35.0,9.4,9.4,284.0,11.2,1008.7
2017-02-16 05:54:00,0.0,Y,34.7,8.4,7.6,332.0,11.2,1008.7
2017-02-16 05:55:00,0.0,Y,34.6,8.4,5.4,1.0,9.4,1008.6
2017-02-16 05:56:00,0.0,Y,34.5,8.3,9.4,14.0,11.2,1008.6
2017-02-16 05:57:00,0.0,Y,34.3,8.1,9.4,35.0,11.2,1008.6
2017-02-16 05:58:00,0.0,Y,34.3,8.1,9.4,25.0,11.2,1008.6
2017-02-16 05:59:00,0.0,Y,34.5,8.3,7.6,337.0,11.2,1008.6
2017-02-16 06:00:00,0.0,Y,34.9,8.6,11.2,255.0,14.8,1008.6
2017-02-16 06:01:00,0.0,Y,34.9,8.6,9.4,238.0,11.2,1008.6
2017-02-16 06:02:00,0.0,Y,34.9,8.6,7.6,220.0,9.4,1008.6
2017-02-16 06:03:00,0.0,Y,34.9,8.6,11.2,224.0,14.8,1008.6
2017-02-16 06:04:00,0.0,Y,34.7,8.4,13.0,224.0,14.8,1008.6
2017-02-16 06:05:00,0.0,Y,34.7,8.4,7.6,224.0,9.4,1008.6
2017-02-16 06:06:00,0.0,Y,34.7,8.4,3.6,178.0,7.6,1008.6
2017-02-16 06:07:00,0.0,Y,34.6,8.4,1.8,96.0,5.4,1008.4
2017-02-16 06:08:00,0.0,Y,34.6,8.4,0.0,64.0,0.0,1008.4
2017-02-16 06:09:00,0.0,Y,34.8,8.5,3.6,205.0,7.6,1008.6
2017-02-16 06:10:00,0.0,Y,34.9,8.6,11.2,235.0,13.0,1008.6
2017-02-16 06:11:00,0.0,Y,34.7,8.4,11.2,249.0,13.0,1008.6
2017-02-16 06:12:00,0.0,Y,34.6,8.4,9.4,242.0,11.2,1008.6
2017-02-16 06:13:00,0.0,Y,34.5,8.3,7.6,261.0,9.4,1008.6
2017-02-16 06:14:00,0.0,Y,34.5,8.3,5.4,231.0,9.4,1008.6
2017-02-16 06:15:00,0.0,Y,34.8,8.5,3.6,267.0,5.4,1008.6
2017-02-16 06:16:00,0.0,Y,34.8,8.5,1.8,282.0,3.6,1008.6
2017-02-16 06:17:00,0.0,Y,34.6,7.6,0.0,227.0,0.0,1008.6
2017-02-16 06:18:00,0.0,Y,34.6,7.6,0.0,77.0,0.0,1008.6
2017-02-16 06:19:00,0.0,Y,34.7,8.4,0.0,27.0,5.4,1008.6
2017-02-16 06:20:00,0.0,Y,35.1,8.8,7.6,314.0,9.4,1008.4
2017-02-16 06:21:00,0.0,Y,34.9,7.9,11.2,316.0,13.0,1008.4
2017-02-16 06:22:00,0.0,Y,34.7,7.7,9.4,331.0,11.2,1008.4
2017-02-16 06:23:00,0.0,Y,35.0,8.7,7.6,242.0,9.4,1008.4
2017-02-16 06:24:00,0.0,Y,34.8,7.8,7.6,150.0,13.0,1008.4
2017-02-16 06:25:00,0.0,Y,34.6,7.6,9.4,336.0,11.2,1008.4
2017-02-16 06:26:00,0.0,Y,35.1,8.8,11.2,264.0,13.0,1008.4
2017-02-16 06:27:00,0.0,Y,34.8,7.8,9.4,278.0,9.4,1008.4
2017-02-16 06:28:00,0.0,Y,34.8,8.5,3.6,280.0,5.4,1008.4
2017-02-16 06:29:00,0.0,Y,35.3,8.2,11.2,268.0,14.8,1008.4
2017-02-16 06:30:00,0.0,Y,35.1,8.0,13.0,257.0,14.8,1008.3
2017-02-16 06:31:00,0.0,Y,34.9,7.9,13.0,263.0,14.8,1008.3
2017-02-16 06:32:00,0.0,Y,34.8,7.8,11.2,261.0,14.8,1008.3
2017-02-16 06:33:00,0.0,Y,34.9,7.9,9.4,272.0,11.2,1008.3
2017-02-16 06:34:00,0.0,Y,34.9,7.9,11.2,294.0,13.0,1008.3
2017-02-16 06:35:00,0.0,Y,34.9,8.6,11.2,291.0,14.8,1008.3
2017-02-16 06:36:00,0.0,Y,34.7,7.7,13.0,294.0,16.6,1008.3
2017-02-16 06:37:00,0.0,Y,34.7,7.7,7.6,308.0,9.4,1008.3
2017-02-16 06:38:00,0.0,Y,34.7,8.4,5.4,281.0,5.4,1008.3
2017-02-16 06:39:00,0.0,Y,34.5,7.5,0.0,197.0,1.8,1008.3
2017-02-16 06:40:00,0.0,Y,34.3,7.4,5.4,313.0,7.6,1008.3
2017-02-16 06:41:00,0.0,Y,34.4,8.2,7.6,272.0,9.4,1008.3
2017-02-16 06:42:00,0.0,Y,34.4,7.5,7.6,231.0,9.4,1008.3
2017-02-16 06:43:00,0.0,Y,34.4,8.2,5.4,221.0,5.4,1008.3
2017-02-16 06:44:00,0.0,Y,34.3,8.1,7.6,223.0,9.4,1008.3
2017-02-16 06:45:00,0.0,Y,34.1,8.0,7.6,218.0,9.4,1008.3
2017-02-16 06:46:00,0.0,Y,34.0,7.9,7.6,203.0,9.4,1008.3
2017-02-16 06:47:00,0.0,Y,33.9,7.8,7.6,205.0,9.4,1008.3
2017-02-16 06:48:00,0.0,Y,33.8,7.7,7.6,212.0,9.4,1008.3
2017-02-16 06:49:00,0.0,Y,33.9,7.8,5.4,240.0,7.6,1008.3
2017-02-16 06:50:00,0.0,Y,33.8,7.7,1.8,273.0,5.4,1008.3
2017-02-16 06:51:00,0.0,Y,33.8,7.7,5.4,241.0,11.2,1008.3
2017-02-16 06:52:00,0.0,Y,33.7,8.3,9.4,232.0,11.2,1008.3
2017-02-16 06:53:00,0.0,Y,33.7,7.6,7.6,245.0,11.2,1008.3
2017-02-16 06:54:00,0.0,Y,33.7,7.6,7.6,236.0,7.6,1008.3
2017-02-16 06:55:00,0.0,Y,33.6,7.5,7.6,255.0,9.4,1008.3
2017-02-16 06:56:00,0.0,Y,33.6,7.5,5.4,237.0,7.6,1008.3
2017-02-16 06:57:00,0.0,Y,33.6,8.3,0.0,218.0,5.4,1008.3
2017-02-16 06:58:00,0.0,Y,33.7,8.3,0.0,185.0,0.0,1008.3
2017-02-16 06:59:00,0.0,Y,33.9,7.8,0.0,179.0,0.0,1008.3
2017-02-16 07:00:00,0.0,Y,34.0,7.9,3.6,168.0,7.6,1008.3
2017-02-16 07:01:00,0.0,Y,34.0,7.9,5.4,167.0,7.6,1008.3
2017-02-16 07:02:00,0.0,Y,34.1,8.0,5.4,148.0,7.6,1008.3
2017-02-16 07:03:00,0.0,Y,34.2,8.0,5.4,122.0,5.4,1008.3
2017-02-16 07:04:00,0.0,Y,34.3,8.1,7.6,143.0,7.6,1008.3
2017-02-16 07:05:00,0.0,Y,34.2,8.0,7.6,134.0,9.4,1008.3
2017-02-16 07:06:00,0.0,Y,34.2,8.0,7.6,114.0,9.4,1008.3
2017-02-16 07:07:00,0.0,Y,34.1,8.0,11.2,107.0,11.2,1008.3
2017-02-16 07:08:00,0.0,Y,34.0,7.9,11.2,110.0,13.0,1008.3
2017-02-16 07:09:00,0.0,Y,33.8,7.7,9.4,120.0,11.2,1008.3
2017-02-16 07:10:00,0.0,Y,33.8,8.4,11.2,95.0,11.2,1008.3
2017-02-16 07:11:00,0.0,Y,33.9,8.5,11.2,91.0,13.0,1008.3
2017-02-16 07:12:00,0.0,Y,33.7,8.3,11.2,107.0,13.0,1008.3
2017-02-16 07:13:00,0.0,Y,33.6,8.3,7.6,100.0,9.4,1008.3
2017-02-16 07:14:00,0.0,Y,33.6,8.3,7.6,87.0,9.4,1008.3
2017-02-16 07:15:00,0.0,Y,33.7,8.3,9.4,91.0,11.2,1008.3
2017-02-16 07:16:00,0.0,Y,33.7,8.3,9.4,80.0,11.2,1008.3
2017-02-16 07:17:00,0.0,Y,33.8,8.4,9.4,55.0,13.0,1008.3
2017-02-16 07:18:00,0.0,Y,33.9,8.5,13.0,50.0,13.0,1008.3
2017-02-16 07:19:00,0.0,Y,34.2,8.8,11.2,49.0,13.0,1008.3
2017-02-16 07:20:00,0.0,Y,34.1,8.7,11.2,44.0,13.0,1008.3
2017-02-16 07:21:00,0.0,Y,34.2,8.8,13.0,54.0,14.8,1008.3
2017-02-16 07:22:00,0.0,Y,34.1,8.7,13.0,63.0,14.8,1008.3
2017-02-16 07:23:00,0.0,Y,34.0,7.9,11.2,57.0,13.0,1008.4
2017-02-16 07:24:00,0.0,Y,34.1,8.7,11.2,41.0,13.0,1008.4
2017-02-16 07:25:00,0.0,Y,34.2,8.8,11.2,38.0,13.0,1008.4
2017-02-16 07:26:00,0.0,Y,34.0,8.6,9.4,61.0,13.0,1008.4
2017-02-16 07:27:00,0.0,Y,34.0,8.6,13.0,86.0,14.8,1008.4
2017-02-16 07:28:00,0.0,Y,33.9,7.8,9.4,89.0,11.2,1008.4
2017-02-16 07:29:00,0.0,Y,33.8,7.7,5.4,93.0,7.6,1008.4
2017-02-16 07:30:00,0.0,Y,33.9,8.5,3.6,83.0,7.6,1008.4
2017-02-16 07:31:00,0.0,Y,34.0,7.9,7.6,65.0,9.4,1008.4
2017-02-16 07:32:00,0.0,Y,33.8,8.4,7.6,36.0,7.6,1008.4
2017-02-16 07:33:00,0.0,Y,33.9,7.8,1.8,19.0,7.6,1008.4
2017-02-16 07:34:00,0.0,Y,34.0,8.6,0.0,20.0,0.0,1008.4
2017-02-16 07:35:00,0.0,Y,34.0,7.9,3.6,91.0,9.4,1008.4
2017-02-16 07:36:00,0.0,Y,34.0,7.9,9.4,115.0,11.2,1008.4
2017-02-16 07:37:00,0.0,Y,33.9,7.8,7.6,112.0,9.4,1008.4
2017-02-16 07:38:00,0.0,Y,33.9,7.8,3.6,125.0,5.4,1008.4
2017-02-16 07:39:00,0.0,Y,33.9,7.8,0.0,69.0,1.8,1008.4
2017-02-16 07:40:00,0.0,Y,33.7,7.6,0.0,33.0,0.0,1008.4
2017-02-16 07:41:00,0.0,Y,33.6,7.5,0.0,0.0,0.0,1008.4
2017-02-16 07:42:00,0.0,Y,33.7,7.6,0.0,0.0,0.0,1008.4
2017-02-16 07:43:00,0.0,Y,33.9,8.5,0.0,77.0,0.0,1008.4
2017-02-16 07:44:00,0.0,Y,33.9,8.5,1.8,96.0,5.4,1008.4
2017-02-16 07:45:00,0.0,Y,34.0,8.6,7.6,112.0,11.2,1008.4
2017-02-16 07:46:00,0.0,Y,33.8,8.4,11.2,105.0,11.2,1008.4
2017-02-16 07:47:00,0.0,Y,33.8,7.7,11.2,105.0,13.0,1008.4
2017-02-16 07:48:00,0.0,Y,33.7,8.3,9.4,114.0,9.4,1008.4
2017-02-16 07:49:00,0.0,Y,33.6,8.3,9.4,120.0,11.2,1008.4
2017-02-16 07:50:00,0.0,Y,33.5,8.2,11.2,131.0,11.2,1008.4
2017-02-16 07:51:00,0.0,Y,33.5,8.2,7.6,144.0,9.4,1008.6
2017-02-16 07:52:00,0.0,Y,33.4,8.1,7.6,130.0,9.4,1008.6
2017-02-16 07:53:00,0.0,Y,33.4,8.1,7.6,114.0,9.4,1008.6
2017-02-16 07:54:00,0.0,Y,33.4,8.1,7.6,107.0,9.4,1008.6
2017-02-16 07:55:00,0.0,Y,33.3,8.0,5.4,106.0,5.4,1008.6
2017-02-16 07:56:00,0.0,Y,33.3,8.0,5.4,107.0,9.4,1008.6
2017-02-16 07:57:00,0.0,Y,33.1,7.9,9.4,129.0,9.4,1008.6
2017-02-16 07:58:00,0.0,Y,33.1,8.5,7.6,111.0,11.2,1008.6
2017-02-16 07:59:00,0.0,Y,33.1,7.9,7.6,95.0,9.4,1008.6
2017-02-16 08:00:00,0.0,Y,33.1,7.9,9.4,104.0,9.4,1008.6
2017-02-16 08:01:00,0.0,Y,33.1,7.9,9.4,99.0,11.2,1008.6
2017-02-16 08:02:00,0.0,Y,33.2,8.6,7.6,106.0,9.4,1008.6
2017-02-16 08:03:00,0.0,Y,33.2,8.6,7.6,128.0,7.6,1008.6
2017-02-16 08:04:00,0.0,Y,33.1,8.5,5.4,138.0,9.4,1008.6
2017-02-16 08:05:00,0.0,Y,33.0,8.5,5.4,139.0,7.6,1008.6
2017-02-16 08:06:00,0.0,Y,32.9,8.4,7.6,132.0,9.4,1008.6
2017-02-16 08:07:00,0.0,Y,32.8,8.3,9.4,132.0,9.4,1008.6
2017-02-16 08:08:00,0.0,Y,32.8,8.3,7.6,136.0,9.4,1008.6
2017-02-16 08:09:00,0.0,Y,32.7,8.2,9.4,138.0,9.4,1008.7
2017-02-16 08:10:00,0.0,Y,32.7,8.2,7.6,145.0,9.4,1008.7
2017-02-16 08:11:00,0.0,Y,32.6,8.1,9.4,140.0,11.2,1008.7
2017-02-16 08:12:00,0.0,Y,32.5,8.0,9.4,137.0,9.4,1008.7
2017-02-16 08:13:00,0.0,Y,32.3,8.5,9.4,137.0,9.4,1008.7
2017-02-16 08:14:00,0.0,Y,32.1,8.4,9.4,136.0,9.4,1008.7
2017-02-16 08:15:00,0.0,Y,32.0,8.3,9.4,123.0,11.2,1008.7
2017-02-16 08:16:00,0.0,Y,31.9,8.2,9.4,122.0,9.4,1008.7
2017-02-16 08:17:00,0.0,Y,31.9,8.2,9.4,116.0,9.4,1008.7
2017-02-16 08:18:00,0.0,Y,31.9,8.2,9.4,114.0,11.2,1008.7
2017-02-16 08:19:00,0.0,Y,31.9,8.2,11.2,114.0,11.2,1008.7
2017-02-16 08:20:00,0.0,Y,31.9,8.2,11.2,113.0,13.0,1008.7
2017-02-16 08:21:00,0.0,Y,31.9,8.2,11.2,113.0,13.0,1008.7
2017-02-16 08:22:00,0.0,Y,31.8,8.7,11.2,113.0,11.2,1008.7
2017-02-16 08:23:00,0.0,Y,31.8,8.7,11.2,114.0,11.2,1008.7
2017-02-16 08:24:00,0.0,Y,31.7,8.7,11.2,114.0,11.2,1008.8
2017-02-16 08:25:00,0.0,Y,31.7,8.7,11.2,114.0,11.2,1008.8
2017-02-16 08:26:00,0.0,Y,31.7,8.7,11.2,108.0,11.2,1008.8
2017-02-16 08:27:00,0.0,Y,31.8,8.1,9.4,100.0,9.4,1008.8
2017-02-16 08:28:00,0.0,Y,31.8,8.7,9.4,100.0,9.4,1008.8
2017-02-16 08:29:00,0.0,Y,31.7,8.7,9.4,101.0,9.4,1008.8
2017-02-16 08:30:00,0.0,Y,31.7,8.7,9.4,103.0,9.4,1008.8
2017-02-16 08:31:00,0.0,Y,31.6,8.6,9.4,104.0,9.4,1008.8
2017-02-16 08:32:00,0.0,Y,31.5,8.5,9.4,106.0,9.4,1008.8
2017-02-16 08:33:00,0.0,Y,31.4,8.4,9.4,108.0,9.4,1008.8
2017-02-16 08:34:00,0.0,Y,31.2,8.2,9.4,108.0,9.4,1008.8
2017-02-16 08:35:00,0.0,Y,31.1,8.8,7.6,108.0,9.4,1008.8
2017-02-16 08:36:00,0.0,Y,31.0,8.7,7.6,109.0,9.4,1008.9
2017-02-16 08:37:00,0.0,Y,30.9,8.6,7.6,110.0,9.4,1008.9
2017-02-16 08:38:00,0.0,Y,30.7,8.4,7.6,110.0,7.6,1008.9
2017-02-16 08:39:00,0.0,Y,30.6,8.3,7.6,110.0,7.6,1008.9
2017-02-16 08:40:00,0.0,Y,30.5,8.3,7.6,110.0,7.6,1008.9
2017-02-16 08:41:00,0.0,Y,30.4,8.2,7.6,110.0,7.6,1008.9
2017-02-16 08:42:00,0.0,Y,30.4,8.2,7.6,111.0,7.6,1009.0
2017-02-16 08:43:00,0.0,Y,30.4,8.2,7.6,112.0,7.6,1009.0
2017-02-16 08:44:00,0.0,Y,30.3,8.7,7.6,113.0,7.6,1009.0
2017-02-16 08:45:00,0.0,Y,30.3,8.7,7.6,115.0,7.6,1009.0
2017-02-16 08:46:00,0.0,Y,30.2,8.6,7.6,118.0,7.6,1009.0
2017-02-16 08:47:00,0.0,Y,30.2,8.6,7.6,120.0,7.6,1009.0
2017-02-16 08:48:00,0.0,Y,30.2,8.6,7.6,120.0,7.6,1009.1
2017-02-16 08:49:00,0.0,Y,30.2,9.1,5.4,120.0,7.6,1009.1
2017-02-16 08:50:00,0.0,Y,30.1,8.5,5.4,131.0,7.6,1009.1
2017-02-16 08:51:00,0.0,Y,30.1,9.1,7.6,131.0,7.6,1009.1
2017-02-16 08:52:00,0.0,Y,30.1,9.1,7.6,131.0,7.6,1009.1
2017-02-16 08:53:00,0.0,Y,30.0,9.0,7.6,131.0,7.6,1009.1
2017-02-16 08:54:00,0.0,Y,30.0,9.0,7.6,138.0,7.6,1009.1
2017-02-16 08:55:00,0.0,Y,30.0,9.0,7.6,142.0,7.6,1009.1
2017-02-16 08:56:00,0.0,Y,30.0,9.0,7.6,143.0,7.6,1009.2
2017-02-16 08:57:00,0.0,Y,29.9,8.9,5.4,145.0,7.6,1009.2
2017-02-16 08:58:00,0.0,Y,29.9,8.9,5.4,146.0,7.6,1009.2
2017-02-16 08:59:00,0.0,Y,29.9,8.9,5.4,147.0,7.6,1009.2
2017-02-16 09:00:00,0.0,Y,29.8,8.8,5.4,147.0,7.6,1009.2
2017-02-16 09:01:00,0.0,Y,29.8,8.8,5.4,148.0,7.6,1009.2
2017-02-16 09:02:00,0.0,Y,30.0,9.0,5.4,148.0,7.6,1009.2
2017-02-16 09:03:00,0.0,Y,30.1,9.1,5.4,148.0,5.4,1009.2
2017-02-16 09:04:00,0.0,Y,30.2,9.1,5.4,148.0,5.4,1009.3
2017-02-16 09:05:00,0.0,Y,30.2,9.1,5.4,148.0,5.4,1009.3
2017-02-16 09:06:00,0.0,Y,30.2,9.1,5.4,148.0,5.4,1009.3
2017-02-16 09:07:00,0.0,Y,30.2,9.1,5.4,148.0,5.4,1009.3
2017-02-16 09:08:00,0.0,Y,30.2,9.1,5.4,148.0,5.4,1009.3
2017-02-16 09:09:00,0.0,Y,30.3,9.2,5.4,148.0,5.4,1009.3
2017-02-16 09:10:00,0.0,Y,30.3,9.2,3.6,147.0,5.4,1009.3
2017-02-16 09:11:00,0.0,Y,30.4,8.7,5.4,145.0,5.4,1009.3
2017-02-16 09:12:00,0.0,Y,30.6,9.5,5.4,136.0,5.4,1009.3
2017-02-16 09:13:00,0.0,Y,30.6,8.9,5.4,136.0,5.4,1009.3
2017-02-16 09:14:00,0.0,Y,30.4,9.3,5.4,136.0,5.4,1009.3
2017-02-16 09:15:00,0.0,Y,30.2,9.1,5.4,136.0,5.4,1009.3
2017-02-16 09:16:00,0.0,Y,30.1,9.1,5.4,136.0,5.4,1009.3
2017-02-16 09:17:00,0.0,Y,30.1,9.1,5.4,136.0,5.4,1009.3
2017-02-16 09:18:00,0.0,Y,30.3,8.7,5.4,136.0,5.4,1009.3
2017-02-16 09:19:00,0.0,Y,30.3,8.7,5.4,136.0,5.4,1009.3
2017-02-16 09:20:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.3
2017-02-16 09:21:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.3
2017-02-16 09:22:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.3
2017-02-16 09:23:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.3
2017-02-16 09:24:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.4
2017-02-16 09:25:00,0.0,Y,30.2,8.6,5.4,136.0,5.4,1009.4
2017-02-16 09:26:00,0.0,Y,30.2,8.6,5.4,134.0,5.4,1009.4
2017-02-16 09:27:00,0.0,Y,30.2,9.1,3.6,133.0,5.4,1009.4
2017-02-16 09:28:00,0.0,Y,30.0,9.0,3.6,130.0,5.4,1009.4
2017-02-16 09:29:00,0.0,Y,29.7,8.7,3.6,128.0,5.4,1009.4
2017-02-16 09:30:00,0.0,Y,29.4,9.0,5.4,128.0,5.4,1009.4
2017-02-16 09:31:00,0.0,Y,29.2,8.8,5.4,128.0,5.4,1009.5
2017-02-16 09:32:00,0.0,Y,29.0,8.7,5.4,128.0,5.4,1009.5
2017-02-16 09:33:00,0.0,Y,28.9,8.6,3.6,128.0,5.4,1009.5
2017-02-16 09:34:00,0.0,Y,28.7,8.9,3.6,128.0,5.4,1009.5
2017-02-16 09:35:00,0.0,Y,28.4,8.7,3.6,138.0,5.4,1009.5
2017-02-16 09:36:00,0.0,Y,28.3,8.6,5.4,148.0,5.4,1009.5
2017-02-16 09:37:00,0.0,Y,28.0,8.3,5.4,144.0,5.4,1009.5
2017-02-16 09:38:00,0.0,Y,27.9,8.2,5.4,135.0,7.6,1009.5
2017-02-16 09:39:00,0.0,Y,28.0,8.3,5.4,131.0,5.4,1009.5
2017-02-16 09:40:00,0.0,Y,28.0,8.3,5.4,133.0,5.4,1009.6
2017-02-16 09:41:00,0.0,Y,27.9,8.7,3.6,134.0,5.4,1009.6
2017-02-16 09:42:00,0.0,Y,27.9,8.7,5.4,119.0,5.4,1009.6
2017-02-16 09:43:00,0.0,Y,27.8,8.6,5.4,112.0,5.4,1009.6
2017-02-16 09:44:00,0.0,Y,27.7,8.6,5.4,93.0,5.4,1009.6
2017-02-16 09:45:00,0.0,Y,27.7,8.6,3.6,96.0,5.4,1009.6
2017-02-16 09:46:00,0.0,Y,27.8,8.6,5.4,56.0,7.6,1009.6
2017-02-16 09:47:00,0.0,Y,27.8,9.1,1.8,53.0,5.4,1009.6
2017-02-16 09:48:00,0.0,Y,27.7,9.0,0.0,53.0,1.8,1009.7
2017-02-16 09:49:00,0.0,Y,27.7,9.0,0.0,53.0,0.0,1009.7
2017-02-16 09:50:00,0.0,Y,27.6,9.0,0.0,53.0,0.0,1009.7
2017-02-16 09:51:00,0.0,Y,27.6,9.0,0.0,53.0,0.0,1009.7
2017-02-16 09:52:00,0.0,Y,27.6,9.4,0.0,53.0,0.0,1009.7
2017-02-16 09:53:00,0.0,Y,27.7,9.5,0.0,53.0,0.0,1009.7
2017-02-16 09:54:00,0.0,Y,27.7,9.5,0.0,53.0,0.0,1009.7
2017-02-16 09:55:00,0.0,Y,27.4,9.3,0.0,53.0,0.0,1009.7
2017-02-16 09:56:00,0.0,Y,27.3,9.2,0.0,53.0,0.0,1009.7
2017-02-16 09:57:00,0.0,Y,27.3,9.2,0.0,53.0,0.0,1009.7
2017-02-16 09:58:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 09:59:00,0.0,Y,27.1,9.0,0.0,53.0,0.0,1009.8
2017-02-16 10:00:00,0.0,Y,27.1,9.0,0.0,53.0,0.0,1009.8
2017-02-16 10:01:00,0.0,Y,27.0,8.9,0.0,53.0,0.0,1009.8
2017-02-16 10:02:00,0.0,Y,27.0,8.9,0.0,53.0,0.0,1009.8
2017-02-16 10:03:00,0.0,Y,27.1,9.0,0.0,53.0,0.0,1009.8
2017-02-16 10:04:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 10:05:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 10:06:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 10:07:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 10:08:00,0.0,Y,27.2,9.1,0.0,53.0,0.0,1009.8
2017-02-16 10:09:00,0.0,Y,27.2,9.5,0.0,52.0,0.0,1009.8
2017-02-16 10:10:00,0.0,Y,27.2,9.5,0.0,52.0,0.0,1009.8
2017-02-16 10:11:00,0.0,Y,27.0,9.4,0.0,52.0,0.0,1009.8
2017-02-16 10:12:00,0.0,Y,26.8,9.2,0.0,44.0,0.0,1009.8
2017-02-16 10:13:00,0.0,Y,26.6,9.0,0.0,38.0,0.0,1009.9
2017-02-16 10:14:00,0.0,Y,26.5,9.4,0.0,38.0,0.0,1009.9
2017-02-16 10:15:00,0.0,Y,26.3,9.2,0.0,38.0,0.0,1009.9
2017-02-16 10:16:00,0.0,Y,26.1,9.0,0.0,38.0,0.0,1009.9
2017-02-16 10:17:00,0.0,Y,25.9,8.8,0.0,38.0,0.0,1009.9
2017-02-16 10:18:00,0.0,Y,25.8,9.2,0.0,36.0,0.0,1009.9
2017-02-16 10:19:00,0.0,Y,25.7,9.5,0.0,335.0,0.0,1010.0
2017-02-16 10:20:00,0.0,Y,25.8,9.6,0.0,324.0,0.0,1010.0
2017-02-16 10:21:00,0.0,Y,25.9,9.7,0.0,325.0,0.0,1010.0
2017-02-16 10:22:00,0.0,Y,26.0,9.8,0.0,338.0,0.0,1010.0
2017-02-16 10:23:00,0.0,Y,26.0,10.2,0.0,343.0,0.0,1010.0
2017-02-16 10:24:00,0.0,Y,26.1,9.9,0.0,354.0,0.0,1010.0
2017-02-16 10:25:00,0.0,Y,26.2,10.0,0.0,356.0,0.0,1010.0
2017-02-16 10:26:00,0.0,Y,26.1,10.3,0.0,358.0,0.0,1010.0
2017-02-16 10:27:00,0.0,Y,26.2,10.0,0.0,0.0,0.0,1010.0
2017-02-16 10:28:00,0.0,Y,26.3,10.0,3.6,359.0,5.4,1010.0
2017-02-16 10:29:00,0.0,Y,26.3,10.0,5.4,0.0,7.6,1010.0
2017-02-16 10:30:00,0.0,Y,26.3,10.0,7.6,1.0,7.6,1010.0
2017-02-16 10:31:00,0.0,Y,26.3,10.0,5.4,7.0,7.6,1010.0
2017-02-16 10:32:00,0.0,Y,26.3,10.0,5.4,10.0,7.6,1010.0
