,p [hPa],tc [C],td [C],hgt [m],u [m/s],v [m/s],wspd [m/s],wdir [deg]
28,831.0214,17.82965,9.29557,1711.1232,4.5807624,-8.470439,9.629731,331.59573
29,822.8153,17.481537,7.526476,1796.1383,4.7054176,-7.698518,9.022646,328.56628
30,814.3332,16.885803,6.7762885,1884.4482,4.680028,-7.2082124,8.594241,327.00583
31,805.61414,16.218567,6.29901,1976.23,4.643161,-6.706629,8.157071,325.3042
32,796.5915,15.47757,5.989367,2071.6624,4.6689134,-6.165679,7.7339735,322.86545
33,787.32275,14.643707,5.92252,2170.9329,4.7850423,-5.6437206,7.3992033,319.70697
34,777.74054,13.708771,6.1232805,2274.2415,4.9631367,-5.225378,7.2067537,316.4744
35,767.89734,12.689056,6.3300595,2381.793,5.191982,-5.034704,7.232214,314.1189
36,757.6944,11.686371,6.1404037,2493.8027,5.4077396,-5.085628,7.4234266,313.24176
37,747.19226,10.769165,5.566458,2610.5176,5.358515,-4.9957585,7.326069,312.9935
38,736.35913,9.895935,4.3908405,2732.1985,5.193135,-4.3261795,6.7590294,309.79623
39,725.1979,8.993408,2.8391566,2859.1094,5.4019594,-3.167784,6.2622695,300.38794
40,713.67224,7.896759,1.8505547,2991.5454,5.7914424,-2.0332358,6.1379843,289.34494
41,701.7825,6.6595764,1.2164092,3129.8364,6.0470304,-1.1222302,6.150283,280.51355
42,689.53455,5.34729,0.5916637,3274.3352,6.1959243,-0.54557925,6.219898,275.03217
43,676.87427,4.046936,-0.41770273,3425.4343,5.9150686,-0.5105356,5.9370604,274.93304
44,663.8205,2.9240723,-2.4305382,3583.592,5.3038,-0.9658428,5.3910246,280.32068
45,650.3477,2.163391,-5.6527853,3749.3994,4.853166,-1.9267961,5.221663,291.654
46,636.4553,1.6952515,-9.079524,3923.6196,4.9318047,-3.4325573,6.0087557,304.83807
47,622.11017,0.8197937,-10.719758,4106.9717,5.4746947,-4.808885,7.286814,311.29556
48,607.3052,-0.43585205,-11.83452,4300.0317,6.5031033,-5.4149466,8.462387,309.78317
49,592.0053,-1.8539429,-13.064797,4503.4443,7.744184,-5.325688,9.398688,304.51636
50,576.1985,-3.3572083,-14.540782,4718.016,8.66826,-4.919277,9.9668455,299.5751
51,559.8674,-4.9391785,-16.187794,4944.691,9.059966,-4.439264,10.089106,296.10425
52,542.9842,-6.546631,-18.0988,5184.571,8.874018,-4.1318073,9.788771,294.96704
53,525.5374,-8.202515,-20.18824,5438.9365,8.249216,-4.2533293,9.281184,297.27582
54,507.4915,-10.009094,-22.10628,5709.211,7.48932,-4.8226094,8.90772,302.77878
55,488.8259,-11.959747,-23.939417,5997.0,6.830043,-5.5356703,8.791651,309.02435
56,469.5182,-13.995911,-26.055132,6304.198,6.1193185,-6.378631,8.839287,316.18863
57,449.53058,-16.333038,-27.84896,6632.9395,5.251919,-7.508463,9.1629505,325.0285
58,428.83954,-19.214615,-29.123652,6985.448,4.454481,-8.702305,9.776119,332.89328
59,407.4129,-22.504486,-30.52401,7364.282,4.2538266,-9.358388,10.279809,335.55597
60,385.21933,-25.686691,-34.030457,7773.0073,5.820319,-8.25399,10.099726,324.81033
61,362.23914,-27.644241,-42.278828,8217.355,9.381006,-6.502115,11.414061,304.7264
62,338.51233,-29.401016,-52.866135,8703.041,13.415433,-4.6983843,14.214382,289.3014
63,314.1717,-32.403305,-57.546886,9232.911,16.733227,-5.586122,17.641022,288.46075
64,289.53818,-35.447372,-60.77481,9805.44,21.692354,-6.001438,22.507233,285.46472
65,265.86755,-38.598923,-63.85941,10394.955,26.294363,-4.2054935,26.62855,279.08685
66,244.08113,-42.237396,-67.020004,10977.399,30.31938,-0.940138,30.333952,271.77606
67,224.0521,-46.394287,-69.534294,11550.957,34.485443,2.4509313,34.57243,265.93475
68,205.66148,-50.159042,-72.15823,12114.746,39.114227,4.4975224,39.371952,263.4407
69,188.78146,-53.62599,-74.84746,12669.453,40.868744,3.8405697,41.0488,264.6315
70,173.28703,-57.126022,-77.51935,13215.408,40.39778,2.4898775,40.474438,266.47308
71,159.0645,-60.7119,-80.44786,13752.462,39.519817,2.8621264,39.62332,265.85773
72,146.00958,-63.882797,-80.44786,14281.029,37.19307,3.2992618,37.339115,264.93076
73,134.02576,-66.332794,-80.44786,14802.535,32.50667,1.7954665,32.55622,266.83856
74,123.02455,-68.452866,-80.44786,15318.299,27.414738,-1.1387465,27.438377,272.37857
75,112.92598,-70.46776,-80.44786,15828.866,23.05705,-3.5820944,23.333645,278.83075
76,103.65678,-71.58536,-80.44786,16335.499,19.546822,-4.5158014,20.061672,283.0085
77,95.14833,-72.24333,-80.44786,16839.896,15.366755,-4.2119837,15.933548,285.32816
78,87.33824,-72.69449,-80.44786,17342.89,11.524924,-3.1852906,11.957005,285.4499
79,80.16713,-72.77832,-80.44786,17845.209,8.447208,-1.3408294,8.552961,279.01935
80,73.58385,-71.76514,-80.44786,18348.7,7.6936107,-1.815299,7.904869,283.27606
81,67.543686,-69.3788,-80.44786,18856.45,7.1394563,-2.3673713,7.521721,288.345
82,61.999355,-66.592834,-80.44786,19370.672,2.6340313,-3.2451093,4.179576,320.93402
83,56.90818,-65.4948,-80.44786,19889.758,-1.0123086,-5.819583,5.9069715,9.867787
84,52.23595,-64.44878,-80.44786,20411.535,-2.7875018,-5.230403,5.9268274,28.05503
