,p [hPa],tc [C],td [C],hgt [m],u [m/s],v [m/s],wspd [m/s],wdir [deg]
43,676.44977,4.0227895,-0.5999079,3430.2607,6.232857,-0.6196446,6.2638464,275.67798
44,663.4148,2.945387,-2.8210876,3588.2468,5.6162915,-1.0338778,5.7109003,280.44104
45,649.97046,2.252473,-6.0301194,3753.9014,5.240322,-2.04987,5.627106,291.36404
46,636.0968,1.763844,-9.202204,3927.9873,5.268623,-3.536042,6.3454456,303.8711
47,621.7765,0.8767444,-10.824528,4111.199,5.743025,-4.8491235,7.5168223,310.1816
48,606.98816,-0.40182495,-11.919483,4304.1,6.6806836,-5.4095674,8.596404,309.0015
49,591.7123,-1.8471558,-13.110344,4507.328,7.7798004,-5.3352766,9.433508,304.4426
50,575.9295,-3.368474,-14.55678,4721.6895,8.61053,-4.9518237,9.93294,299.90387
51,559.6186,-4.9521985,-16.212475,4948.136,8.930982,-4.5129848,10.006683,296.81055
52,542.7618,-6.5569997,-18.139387,5187.7754,8.732774,-4.2415013,9.708715,295.90887
53,525.33514,-8.207791,-20.255226,5441.8926,8.124202,-4.3412533,9.211682,298.12204
54,507.3139,-10.02598,-22.17591,5711.9023,7.365112,-4.843466,8.815175,303.33444
55,488.67285,-12.01294,-23.972996,5999.3887,6.7131433,-5.5223756,8.692846,309.44614
56,469.38446,-14.091161,-25.997995,6306.2295,6.122914,-6.3325787,8.808637,315.96506
57,449.4205,-16.422659,-27.794523,6634.5776,5.402422,-7.4592566,9.210503,324.08484
58,428.75137,-19.274048,-29.104107,6986.7,4.67645,-8.707188,9.884155,331.76187
59,407.34573,-22.556879,-30.511036,7365.162,4.5656366,-9.37781,10.43125,334.04553
60,385.172,-25.69209,-34.106422,7773.55,6.115347,-8.283123,10.296897,323.5678
61,362.2062,-27.570885,-42.687225,8217.67,9.631076,-6.457933,11.596357,303.84598
62,338.4953,-29.409433,-53.181618,8703.138,13.482798,-4.5836077,14.240801,288.77567
63,314.16473,-32.375576,-57.702187,9232.778,16.791882,-5.6271763,17.709677,288.5266
64,289.53882,-35.41528,-60.826736,9805.171,21.739565,-6.0053725,22.553806,285.44232
65,265.8715,-38.572945,-63.886147,10394.615,26.322975,-4.1980577,26.655655,279.0613
66,244.0862,-42.235428,-67.03499,10977.027,30.334236,-0.97346777,30.3499,271.83792
67,224.05557,-46.39263,-69.53993,11550.568,34.54437,2.3519354,34.62447,266.10486
68,205.66385,-50.1332,-72.182175,12114.385,39.22939,4.447622,39.480747,263.53168
69,188.78284,-53.62214,-74.84573,12669.122,40.91896,3.7882261,41.093994,264.71075
70,173.2878,-57.134716,-77.500496,13215.068,40.448944,2.4090276,40.52068,266.59167
71,159.06473,-60.72939,-80.44786,13752.09,39.618526,2.7432635,39.713444,266.03897
72,146.00938,-63.91255,-80.44786,14280.598,37.340782,3.167522,37.47497,265.1511
73,134.02534,-66.36261,-80.44786,14802.03,32.651768,1.7037213,32.69627,267.01282
74,123.02438,-68.45894,-80.44786,15317.747,27.5453,-1.2005806,27.571543,272.49542
75,112.92586,-70.45546,-80.44786,15828.325,23.169947,-3.6440537,23.454823,278.9378
76,103.656204,-71.55958,-80.44786,16335.008,19.646492,-4.5516534,20.166887,283.04416
77,95.14788,-72.20535,-80.44786,16839.486,15.435045,-4.2564874,16.011206,285.41666
78,87.33774,-72.66938,-80.44786,17342.562,11.605127,-3.2174473,12.042915,285.4945
79,80.16676,-72.71606,-80.44786,17844.994,8.480383,-1.3441222,8.58639,279.00702
80,73.58372,-71.727875,-80.44786,18348.61,7.5379443,-1.8048874,7.751046,283.46664
81,67.54319,-69.37626,-80.44786,18856.412,7.194719,-2.4008675,7.5847406,288.45364
82,61.99868,-66.61166,-80.44786,19370.617,2.764923,-3.2916338,4.2989516,319.97644
83,56.908184,-65.49122,-80.44786,19889.69,-1.0862484,-5.7912416,5.8927007,10.619293
84,52.236137,-64.40496,-80.44786,20411.525,-2.6814053,-5.2972813,5.9375973,26.847977
