,p [hPa],tc [C],td [C],hgt [m],u [m/s],v [m/s],wspd [m/s],wdir [deg]
75,112.92664,-70.49768,-80.44786,15828.956,23.095194,-3.6086287,23.375418,278.88068
76,103.65734,-71.61856,-80.44786,16335.505,19.61772,-4.542719,20.136812,283.03775
77,95.148125,-72.24376,-80.44786,16839.86,15.459049,-4.2324944,16.027983,285.31165
78,87.337776,-72.652374,-80.44786,17342.908,11.557611,-3.1940157,11.990835,285.44846
79,80.16718,-72.743225,-80.44786,17845.326,8.326348,-1.2832195,8.42465,278.76123
80,73.58453,-71.852875,-80.44786,18348.746,7.6318316,-1.7963169,7.840383,283.24472
81,67.54308,-69.39461,-80.44786,18856.365,7.230184,-2.4113157,7.62168,288.4439
82,61.99879,-66.55342,-80.44786,19370.621,2.7368166,-3.1653855,4.184475,319.15305
83,56.908604,-65.5721,-80.44786,19889.66,-1.1311294,-5.7600856,5.870097,11.110014
84,52.23605,-64.27617,-80.44786,20411.557,-2.7635987,-5.196896,5.886018,28.003094
