,p [hPa],tc [C],td [C],hgt [m],u [m/s],v [m/s],wspd [m/s],wdir [deg]
60,385.4601,-26.071213,-46.286045,7722.094,9.670187,8.766047,13.052053,227.80762
61,362.4254,-29.736862,-50.987022,8164.761,11.064966,9.126953,14.343456,230.48244
62,338.65225,-33.62918,-52.403584,8644.776,14.557068,8.287771,16.750982,240.34586
63,314.26627,-37.54854,-50.61645,9165.045,20.357447,5.0284443,20.969284,256.12524
64,289.5979,-41.176315,-45.816277,9725.178,27.818008,0.053612124,27.81806,269.8896
65,265.9032,-44.432373,-48.326668,10300.753,34.30224,-3.7269452,34.504112,276.20087
66,244.10622,-48.792816,-52.510796,10867.925,37.57505,-4.70233,37.868145,277.1332
67,224.07317,-53.103943,-56.229618,11424.909,41.2004,-1.7684904,41.23834,272.45786
68,205.68187,-57.87416,-59.435303,11970.616,46.557537,0.12258353,46.557697,269.84915
69,188.80112,-61.629623,-63.83503,12505.6,43.841347,1.8308543,43.87956,267.60867
70,173.30516,-62.282196,-70.42684,13035.021,33.563267,4.3786535,33.84768,262.5672
71,159.07947,-61.152588,-75.62678,13565.015,24.48805,5.2929716,25.053545,257.80344
72,146.02151,-61.77733,-79.35537,14095.626,22.099419,2.439918,22.233702,263.6997
73,134.03545,-64.58502,-80.44786,14621.919,21.777927,5.4727926,22.455057,255.89368
74,123.03314,-64.48282,-80.44786,15144.812,18.927546,10.487088,21.638645,241.0107
75,112.93322,-62.937607,-80.44786,15669.759,14.217337,11.84184,18.503023,230.20856
76,103.66322,-62.422195,-80.44786,16197.282,10.20799,8.644186,13.376286,229.74188
77,95.15244,-64.15347,-80.44786,16723.273,8.891302,5.478381,10.443559,238.36067
78,87.33803,-65.45212,-80.44786,17245.473,7.5578313,7.6057086,10.722296,224.81909
79,80.169136,-64.72752,-80.44786,17766.953,4.435792,8.450197,9.543694,207.69649
80,73.58778,-64.675,-80.44786,18289.396,1.7128475,6.405255,6.6303196,194.97133
81,67.54336,-64.84886,-80.44786,18811.697,-0.67382413,5.988238,6.0260296,173.57982
82,61.999805,-63.258118,-80.44786,19335.773,-3.102313,4.92702,5.8223596,147.80331
83,56.910084,-62.821884,-80.44786,19862.379,-4.7341533,5.0500436,6.9220767,136.8492
84,52.23598,-62.192017,-80.44786,20390.324,-5.598751,6.3822274,8.489925,138.74144
